feedback,issue,distance,53/150,,1suggestion,,19/50,,2suggestion,,37/100,,,Matching Bug Report,Firefox,Matching Bug Report,Nextcloud,Matching Bug Report,Signal,Matching Bug Report,VLC,,,,Matching?Bug?Report,ALL
Browser doesn't work on home Depot website.,"[TABLET] ""Request desktop site"" does not work on youtube.com",[0.6906818],0,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",1,,"Good app when it works, but it constantly crashes when starting up.",Crashes when installing apps,1,,,FALSE,0.6906818,FALSE,0.68959093,FALSE,0.7709788,FALSE,0.46192083,,,,TRUE,0.746494
Browser doesn't work on home Depot website.,Visited links doesn't work at google.com,[0.68867457],0,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",firefox crashes since upgrade to android 4.2,1,,"Good app when it works, but it constantly crashes when starting up.",latest update crashes constantly,1,,,FALSE,0.68867457,FALSE,0.65705335,FALSE,0.7540736,FALSE,0.4578265,,,,TRUE,0.78983
Browser doesn't work on home Depot website.,"display mode ""browser"" not supported",[0.6810424],0,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Custom tabs: If user has ad blocker add-on installed, enable ad blocking in custom tabs",0,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Zooming ""too close"" on repeated occasions leads to zoom issues until browser is restarted",0,,,FALSE,0.6810424,FALSE,0.63284665,FALSE,0.67314005,FALSE,0.4553688,,,,TRUE,0.75398
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work","""This URL is not valid and cannot be loaded"" dialog appears if the browser has several pages in memory",[0.8289358],0,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Firefox browser crashes when downloading multiple files,1,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Write to SessionStore less while on battery,0,,,FALSE,0.8289358,TRUE,0.7248752,FALSE,0.6500515,TRUE,0.748448,,,,TRUE,0.719461
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",redirect pages do not update the url bar with the correct webpage,[0.77717185],1,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,"Firefox is unstable, crashing multiple times, even affects other Android Apps on Xperia Mini",0,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"Maximal scrolling speed is too low, making the browser feel slow",1,,,TRUE,0.77717185,FALSE,0.7102109,FALSE,0.5872109,TRUE,0.662624,,,,TRUE,0.651309
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",Typing about: into the URL bar immediately crashes browser,[0.7767951],1,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,after selecting firefox from 'recently used apps list' browser displays a white screen about 2 second delay and then forces page reload,0,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Noticeable slowness in scrolling in Firefox compared to other browser on same system,1,,,TRUE,0.7767951,FALSE,0.7027118,FALSE,0.55905616,FALSE,0.65178853,,,,TRUE,0.710469
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,"Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",[0.7881336],1,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.","Sometimes scroll is not working on page after restarting the browser with ""Always restore tabs"" enabled",0,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Firefox crashes when trying to open a link in browser in Tfe RSS,0,,,TRUE,0.7881336,TRUE,0.7075247,FALSE,0.7417034,TRUE,0.53595984,,,,TRUE,0.718417
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Loading web pages doesn't work,[0.78769743],1,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Hide download notification if the download opens on completion,0,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Explore By Touch sometimes not working when Firefox is opened and automatically loads a web page,0,,,TRUE,0.78769743,TRUE,0.69293857,FALSE,0.7249511,FALSE,0.49644685,,,,TRUE,0.710725
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,"Maximal scrolling speed is too low, making the browser feel slow",[0.7707088],0,,0,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0,,,FALSE,0.7707088,TRUE,0.68459874,FALSE,0.7117107,FALSE,0.47462296,,,,TRUE,0.59875
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Removing an app from the recent apps launched list and re-running the app causes the app to lose internet connection,[0.67744756],0,,0,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",(Nexus 7) - Tapping the android back button will not dismiss Firefox on some devices,0,,,FALSE,0.67744756,FALSE,0.5958216,FALSE,0.7611756,FALSE,0.5781102,,,,TRUE,0.588573
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Everytime I open a link from my email it seem like it doesn't want to load the website,[0.6666013],0,,0,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","Button to open tabs has no proper accessibility label, TalkBack uust says ""Image button""",0,,,FALSE,0.6666013,FALSE,0.566936,TRUE,0.7578909,FALSE,0.5364893,,,,TRUE,0.580314
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Tap on screen to cancel image download does not work,[0.664595],0,,,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",New tablet UI - Browser menu is clipped and unusable on the Kindle Fire,0,,,FALSE,0.664595,FALSE,0.56019175,FALSE,0.73138,FALSE,0.5360559,,,,TRUE,0.764675
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","After viewing some pages, switching tabs or navigating back to prior pages do not display at all in content view",[0.73834085],0,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Cannot install old extension from addons site,1,,,FALSE,0.73834085,TRUE,0.81919515,TRUE,0.63443065,FALSE,0.62920463,,,,TRUE,0.721172
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Quit function is not working. App closes, but tabs still there when you reopen app.",[0.73789203],0,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...","My addons aren't working correctly anymore, and when I try to log in to add-ons, wether from my android device or from PC, I can't",0,,,FALSE,0.73789203,TRUE,0.81739277,TRUE,0.57547075,FALSE,0.61347723,,,,TRUE,0.71797
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","After closing tab on overflowing tab list popup, empty space remains",[0.7312924],0,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Firefox does not load manually entered webpages after device restart or app install if ""Do not keep activities"" is enabled",0,,,FALSE,0.7312924,FALSE,0.8011321,TRUE,0.5532372,FALSE,0.60026646,,,,TRUE,0.664186
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","With ""don't keep activities"", possible to put the browser in a bad state where no pages load",[0.7179296],0,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,enter button on soft keyboard won't post on facebook in while browser is in desktop mode. (enter should submit if focus is on a field allowing such),0,,,FALSE,0.7179296,TRUE,0.7867347,FALSE,0.64501774,FALSE,0.6492329,,,,TRUE,0.596711
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Main Link of Browser is not working properly,[0.70244557],0,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,placing shortcut on homescreen while viewing site as desktop did not work,0,,,FALSE,0.70244557,TRUE,0.7650854,FALSE,0.6363815,FALSE,0.644657,,,,TRUE,0.676301
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Custom Tabs load the page slow if the browser isn't in background,[0.70011425],0,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,dblclick event doesn't work on mobile FF,0,,,FALSE,0.70011425,TRUE,0.75570846,FALSE,0.6359061,FALSE,0.64434665,,,,TRUE,0.664416
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,"Don't display low-res screenshots on slow devices, because they stay there too long",[0.72695416],1,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","Maximal scrolling speed is too low, making the browser feel slow",1,,,TRUE,0.72695416,FALSE,0.5064976,FALSE,0.72255325,FALSE,0.6828487,,,,TRUE,0.59152
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Slow page loading on some URL,[0.71958005],1,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Firefox app - loading page caused phone to slow,1,,,TRUE,0.71958005,FALSE,0.49499622,FALSE,0.7193134,FALSE,0.6573447,,,,TRUE,0.728582
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Scrolling really sluggish on time.com,[0.71746755],1,,,,,,"The browser always crash for no reason, this version is whacked I swear.",Browser crashes continuously on restart after a flash crash,1,,,TRUE,0.71746755,TRUE,0.4923484,FALSE,0.67873466,FALSE,0.61350214,,,,TRUE,0.641838
"Good app when it works, but it constantly crashes when starting up.",Crashes when installing apps,[0.75452],1,,,,,,"The browser always crash for no reason, this version is whacked I swear.","With ""don't keep activities"", possible to put the browser in a bad state where no pages load",1,,,TRUE,0.75452,FALSE,0.6193478,TRUE,0.75882757,FALSE,0.5721762,,,,TRUE,0.705986
"Good app when it works, but it constantly crashes when starting up.",latest update crashes constantly,[0.74238956],1,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Custom Tabs: The menu is not displayed in the right position when rotating the device,0,,,TRUE,0.74238956,FALSE,0.61285746,FALSE,0.7497018,FALSE,0.56375235,,,,TRUE,0.700962
"Good app when it works, but it constantly crashes when starting up.",App crashes on startup,[0.73866165],1,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Menu button icon not working when when tab options are open,0,,,TRUE,0.73866165,FALSE,0.603542,FALSE,0.7411051,FALSE,0.5430325,,,,TRUE,0.692206
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Zooming ""too close"" on repeated occasions leads to zoom issues until browser is restarted",[0.6198542],0,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Custom Tabs load the page slow if the browser isn't in background,1,,,FALSE,0.6198542,TRUE,0.78731966,TRUE,0.6892603,FALSE,0.5710392,,,,TRUE,0.771072
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Write to SessionStore less while on battery,[0.6076515],0,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.","Sometimes scroll is not working on page after restarting the browser with ""Always restore tabs"" enabled",0,,,FALSE,0.6076515,FALSE,0.7782154,FALSE,0.6874471,FALSE,0.5646233,,,,TRUE,0.757714
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Pull to refresh for standalone webapps,[0.5941086],0,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",odd experience when doing Google search from within browser,0,,,FALSE,0.5941086,FALSE,0.77187896,FALSE,0.6834174,FALSE,0.5332787,,,,TRUE,0.617023
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"Maximal scrolling speed is too low, making the browser feel slow",[0.73767126],1,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",redirect pages do not update the url bar with the correct webpage,0,,,TRUE,0.73767126,TRUE,0.74544585,TRUE,0.66560894,FALSE,0.6473335,,,,TRUE,0.770925
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Noticeable slowness in scrolling in Firefox compared to other browser on same system,[0.724536],1,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,"Video plays only sound, can't pause or stop",0,,,TRUE,0.724536,TRUE,0.7231927,FALSE,0.64477205,FALSE,0.613616,,,,TRUE,0.816185
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,The bottom of the screen flickers when fast scrolling,[0.7031052],0,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Regression: Download cannot be paused after saving content through context menu,0,,,FALSE,0.7031052,FALSE,0.72138435,TRUE,0.64209425,FALSE,0.6004358,,,,TRUE,0.793888
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Firefox crashes when trying to open a link in browser in Tfe RSS,[0.7337562],0,,,,,,"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",Can't fling TED video to roku,0,,,FALSE,0.7337562,FALSE,0.6939878,FALSE,0.65332055,FALSE,0.6032139,,,,TRUE,0.660432
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Explore By Touch sometimes not working when Firefox is opened and automatically loads a web page,[0.72862625],0,,,,,,"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",the âSend to Deviceâ?icon does not appear in the URL bar even after Roku Firefox Nightly installed.,0,,,FALSE,0.72862625,FALSE,0.68954444,TRUE,0.6113503,FALSE,0.5513381,,,,TRUE,0.663142
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",[0.7283222],0,,,,,,"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Bad experience with no Firefox browser installed,0,,,FALSE,0.7283222,FALSE,0.6761887,FALSE,0.56904995,FALSE,0.5424727,,,,TRUE,0.724875
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",[0.62422967],0,,,,,,"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.","Firefox 56.0 ver Save Pdf not working properly on Samsung Note 8,,*",1,,,FALSE,0.62422967,FALSE,0.65655255,TRUE,0.7678404,FALSE,0.60432386,,,,TRUE,0.707525
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",(Nexus 7) - Tapping the android back button will not dismiss Firefox on some devices,[0.6226791],0,,,,,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Firefox for Android for Intel crashes frequently when slowly scrolling,1,,,FALSE,0.6226791,FALSE,0.6508733,TRUE,0.7360834,FALSE,0.60097283,,,,TRUE,0.692939
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","Clear tabs when ""Clear browser history"" is selected even if ""Always restore tabs"" is enabled",[0.61425126],0,,,,,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Full-screen browsing feature is broken in Nightly Android,0,,,FALSE,0.61425126,FALSE,0.6466772,TRUE,0.71073216,FALSE,0.56712294,,,,TRUE,0.684599
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","Button to open tabs has no proper accessibility label, TalkBack uust says ""Image button""",[0.68062663],0,,,,,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Typing in Google search field is hideously slow,1,,,FALSE,0.68062663,FALSE,0.5821779,FALSE,0.69822156,FALSE,0.707517,,,,TRUE,0.819195
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",New tablet UI - Browser menu is clipped and unusable on the Kindle Fire,[0.67447895],0,,,,,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Very slow page load performance in the last two weeks,1,,,FALSE,0.67447895,FALSE,0.5701753,FALSE,0.69777155,FALSE,0.706134,,,,TRUE,0.817393
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","Firefox Focus browser - click ""Copy Link"" does not indicate to user that the link was successfully copied - in the UI",[0.66143394],1,,,,,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",1,,,TRUE,0.66143394,FALSE,0.55679417,FALSE,0.68070805,FALSE,0.67259395,,,,TRUE,0.786735
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Cannot install old extension from addons site,[0.73480755],1,,,,,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,latest update crashes constantly,1,,,TRUE,0.73480755,FALSE,0.69973034,FALSE,0.6972467,FALSE,0.5171738,,,,TRUE,0.765085
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...","My addons aren't working correctly anymore, and when I try to log in to add-ons, wether from my android device or from PC, I can't",[0.63952637],0,,,,,,crashes nearly every time I use it for an extended period.,Crashes continuously,1,,,FALSE,0.63952637,FALSE,0.6746757,FALSE,0.687984,FALSE,0.49878594,,,,TRUE,0.755708
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Unable to zoom mobile websites on LG G4,[0.6065781],0,,,,,,crashes nearly every time I use it for an extended period.,Frequent crash on shutdown,1,,,FALSE,0.6065781,TRUE,0.66939473,FALSE,0.67661715,FALSE,0.4933408,,,,TRUE,0.492348
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Firefox does not load manually entered webpages after device restart or app install if ""Do not keep activities"" is enabled",[0.75759494],0,,,,,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",1,,,FALSE,0.75759494,FALSE,0.6771662,FALSE,0.6871971,FALSE,0.7511406,,,,TRUE,0.78732
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,enter button on soft keyboard won't post on facebook in while browser is in desktop mode. (enter should submit if focus is on a field allowing such),[0.7194769],0,,,,,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Scrolling on Android stutters badly compared to Chrome,1,,,FALSE,0.7194769,FALSE,0.66749334,FALSE,0.68308127,TRUE,0.73149943,,,,TRUE,0.745446
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"browser.js shouldn't send ""fromCache"":true flag when device is offline for tabs that couldn't load correctly (server not found, etc)",[0.7038325],0,,,,,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",firefox crashes since upgrade to android 4.2,1,,,FALSE,0.7038325,FALSE,0.65388906,FALSE,0.63765156,FALSE,0.697399,,,,TRUE,0.723193
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,placing shortcut on homescreen while viewing site as desktop did not work,[0.64976597],0,,,,,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0,,,FALSE,0.64976597,FALSE,0.6523961,FALSE,0.734615,FALSE,0.5938052,,,,TRUE,0.669395
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,dblclick event doesn't work on mobile FF,[0.64564127],0,,,,,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Custom tabs: If user has ad blocker add-on installed, enable ad blocking in custom tabs",0,,,FALSE,0.64564127,FALSE,0.622993,FALSE,0.69824487,FALSE,0.57716537,,,,TRUE,0.622363
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"on moto droid4, virt keyboard constantly pops up, and i don't want it at all (has physical keyboard)",[0.64466727],0,,,,,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Cannot disable search suggestions, shows ads instead",0,,,FALSE,0.64466727,TRUE,0.62236303,TRUE,0.6965054,FALSE,0.527192,,,,TRUE,0.643714
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","Maximal scrolling speed is too low, making the browser feel slow",[0.7824203],1,,,,,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Firefox browser crashes when downloading multiple files,1,,,TRUE,0.7824203,FALSE,0.7116056,TRUE,0.79963267,TRUE,0.7082821,,,,TRUE,0.636238
