feedback,issue,distance,,,,,,,1 suggestion,,12/50,,,,,14/100,,,,Matching Bug Report,T5,Matching Bug Report,T5 nouns & verbs,Matching Bug Report,Sentence MiniLM,Matching Bug Report,Sentence MiniLM nouns & verbs
"Guys I like you but your app is bad , half of the time it won't load pages. Many times when I needed the app to work the most it let me down and made me reinstall chrome so I can do my work.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.8040294,0,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",0,,"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,0.81380635,0,,,,FALSE,0.7985126,FALSE,0.79953045,TRUE,0.6682975,TRUE,0.51450735
"Guys I like you but your app is bad , half of the time it won't load pages. Many times when I needed the app to work the most it let me down and made me reinstall chrome so I can do my work.","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.80266726,0,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,"Quit function is not working. App closes, but tabs still there when you reopen app.",1,,"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7874321,0,,,,FALSE,0.7842439,FALSE,0.74108994,TRUE,0.59616315,TRUE,0.5464332
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.82319987,0,,,,,,"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","My addons aren't working correctly anymore, and when I try to log in to add-ons, wether from my android device or from PC, I can't",0,,"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Firefox 63.0.2 is showing a notification of a media file prompting to play which I never downloaded which is in a ""play queue"" which I can't find any documentation for, or setting to disable,  even though I closed all tabs.",0.8177837,0,,,,FALSE,0.7838112,FALSE,0.7398258,TRUE,0.57045716,TRUE,0.5412673
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.","when Firefox is not running and I send an intent to it from Google's home key swipe search, the website loads as the only tab, not a new one.",0.8139372,0,,,,,,"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",i cannot able to download anything from my android firefox browser,1,,"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Installing an update for the application lets it forget/drop the currently opened tabs, no ""Tabs from last time/session"", about:home opened",0.8120208,0,,,,FALSE,0.78095233,FALSE,0.62433094,TRUE,0.59819627,TRUE,0.60770655
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.","Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.8104279,0,,,,,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Firefox for android hides the top menu when scorlling and it doesn't show itself, nor are there any gestures to make it return on android 4+(phones not tablets as I've not checked them yet)",0,,"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","Firefox android app don't reference the systems colors correctly, backgrounds is updating and text is not. This is app issue. See Screenshot to understand better",0.79639065,0,,,,FALSE,0.84796965,FALSE,0.6130989,TRUE,0.5967582,TRUE,0.5981851
Good browser but it is not possible tochange default download folder to external sd. Too bad.,"Mapbox demo totally unusable in Firefox, works in the default browser (SkiaGL)",0.79938865,0,,,,,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0,,"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0.79489356,0,,,,FALSE,0.79774994,FALSE,0.6122216,TRUE,0.5832705,TRUE,0.5863197
Good browser but it is not possible tochange default download folder to external sd. Too bad.,"Firefox failed to play an embedded video on a website.then I checked for other websites ,and there too it did not work.I have all the recent/updated versions of required plugins.",0.7865277,0,,,,,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0,,Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Load website is taking much longer then other browsers. It starts loading and halfway on the loading bar it stops from 3-5 seconds and starts again.,0.79981637,1,,,,FALSE,0.7858269,FALSE,0.794775,TRUE,0.70041215,TRUE,0.59040797
Good browser but it is not possible tochange default download folder to external sd. Too bad.,There is no way to see crash report id on unrooted android if Firefox is not usable itself,0.78250736,0,,,,,,crashes nearly every time I use it for an extended period.,"Allow users to ""try again"" more than once on new error pages.",0,,Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,"Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7605571,0,,,,FALSE,0.77722126,FALSE,0.7868091,TRUE,0.58296096,TRUE,0.57691705
Browser doesn't work on home Depot website.,Firefox android doesn't display home page on start.,0.8421546,0,,,,,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",1,,"Good app when it works, but it constantly crashes when starting up.","Quit function is not working. App closes, but tabs still there when you reopen app.",0.7706115,0,,,,FALSE,0.7602486,FALSE,0.7791172,TRUE,0.5705725,TRUE,0.65424204
Browser doesn't work on home Depot website.,Firefox Beta doesn't show mobile versions of websites.,0.7994606,0,,,,,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0,,"Good app when it works, but it constantly crashes when starting up.",Apps are super slow when installed and run from Marketplace,0.74172235,0,,,,FALSE,0.7502912,FALSE,0.6554425,TRUE,0.677538,TRUE,0.61693263
Browser doesn't work on home Depot website.,Request Desktop site doesn't work on Wikipedia,0.7907646,0,,,,,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7992272,0,,,,FALSE,0.746436,FALSE,0.6449693,TRUE,0.6222366,TRUE,0.6152295
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,0.8318211,0,,,,,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Firefox failed to play an embedded video on a website.then I checked for other websites ,and there too it did not work.I have all the recent/updated versions of required plugins.",0,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.7965389,0,,,,FALSE,0.8136196,FALSE,0.68838584,TRUE,0.7195511,TRUE,0.56653535
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work","browser.js shouldn't send ""fromCache"":true flag when device is offline for tabs that couldn't load correctly (server not found, etc)",0.8138058,0,,,,,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,"When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0.80248195,1,,,,FALSE,0.8040294,FALSE,0.6853839,TRUE,0.68311036,TRUE,0.5417182
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",holding down on a screen tap doesn't always open the menu for copy/paste in firefox nightly. not fixed with a few tries of tapping,0.8137273,0,,,,,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.7910075,0,,,,FALSE,0.80266726,FALSE,0.76929474,TRUE,0.68755776,TRUE,0.53216493
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,"Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",0.8073905,1,,,,,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.","Quit function is not working. App closes, but tabs still there when you reopen app.",1,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.8464508,0,,,,FALSE,0.82319987,FALSE,0.76331043,TRUE,0.66321003,TRUE,0.51680696
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Firefox Focus : Already loaded tabs are reloading while switching (excess data usage?). Pls fix.,0.7954047,0,,,,,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","Firefox 63.0.2 is showing a notification of a media file prompting to play which I never downloaded which is in a ""play queue"" which I can't find any documentation for, or setting to disable,  even though I closed all tabs.",0,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",0.8403513,0,,,,FALSE,0.8139372,FALSE,0.7579466,TRUE,0.63707435,TRUE,0.57162553
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,"Firefox failed to play an embedded video on a website.then I checked for other websites ,and there too it did not work.I have all the recent/updated versions of required plugins.",0.76538825,0,,,,,,0,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.838575,0,,,,FALSE,0.8104279,FALSE,0.7728323,TRUE,0.55931026,TRUE,0.6349685
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,0.81380635,0,,,,,,,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.8264608,0,,,,FALSE,0.79938865,FALSE,0.7309703,TRUE,0.6642314,TRUE,0.6216595
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7874321,0,,,,,,,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","In an installed Open Web App on android, content opened in a new tab can't be accessed (when opened via context-menu or via author configuring their links to spawn new tabs in e.g. Twitter)",0.83336973,1,,,,FALSE,0.7865277,FALSE,0.71058095,TRUE,0.6547994,TRUE,0.6092602
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!","Cannot run mochitests on my phone: ""ADBError: Only one instance of an application may be running at once"" (unexpected pidof output on some devices)",0.78088784,0,,,,,,,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",HTML5 videos fullscreen is not disabled when minimizing the app - could lead to focusing other tabs without access to the awesomebar,0.82985294,0,,,,FALSE,0.78250736,FALSE,0.6266391,TRUE,0.65839607,TRUE,0.7244651
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Firefox 63.0.2 is showing a notification of a media file prompting to play which I never downloaded which is in a ""play queue"" which I can't find any documentation for, or setting to disable,  even though I closed all tabs.",0.8177837,0,,,,,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...","Firefox failed to play an embedded video on a website.then I checked for other websites ,and there too it did not work.I have all the recent/updated versions of required plugins.",0.82672465,0,,,,FALSE,0.8421546,FALSE,0.6191032,TRUE,0.6792899,TRUE,0.7085984
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Installing an update for the application lets it forget/drop the currently opened tabs, no ""Tabs from last time/session"", about:home opened",0.8120208,0,,,,,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,0.8005817,0,,,,FALSE,0.7994606,FALSE,0.68319243,TRUE,0.6465134,TRUE,0.7051235
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","When the title bar is visible, clicking on hyperlink does not work. I need to click below the link to get it activated..",0.80852973,0,,,,,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,0.8014271,0,,,,FALSE,0.7907646,FALSE,0.6798102,TRUE,0.56509423,TRUE,0.5581671
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","Firefox android app don't reference the systems colors correctly, backgrounds is updating and text is not. This is app issue. See Screenshot to understand better",0.79639065,0,,,,,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Firefox for android hides the top menu when scorlling and it doesn't show itself, nor are there any gestures to make it return on android 4+(phones not tablets as I've not checked them yet)",0.79647946,0,,,,FALSE,0.8318211,FALSE,0.6654156,TRUE,0.6199041,TRUE,0.6530854
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0.79489356,0,,,,,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,HTML5 videos fullscreen is not disabled when minimizing the app - could lead to focusing other tabs without access to the awesomebar,0.7982851,0,,,,FALSE,0.8138058,FALSE,0.6979761,TRUE,0.6196999,TRUE,0.55589825
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",ad shown in model popup whereas i configured over videojs and after completing ads model popup isn't closed. This issue just in firfox tablet version or sometimes ads where not shown,0.7890935,0,,,,,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"Firefox unuseable now with Samsung Galaxy Note 10.1. Full touch screen not available, links on pages misplaced.",0.7954624,0,,,,FALSE,0.8137273,FALSE,0.67965055,TRUE,0.47557425,TRUE,0.59631234
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Load website is taking much longer then other browsers. It starts loading and halfway on the loading bar it stops from 3-5 seconds and starts again.,0.79981637,1,,,,,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.812506,1,,,,FALSE,0.7954047,FALSE,0.71502143,TRUE,0.58814514,TRUE,0.58969104
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,"Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7605571,0,,,,,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.8116352,0,,,,FALSE,0.76538825,FALSE,0.7038208,TRUE,0.5802754,TRUE,0.5292448
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Switching tabs is too slow (can take 5-10 seconds),0.7484094,0,,,,,,,,,,"The browser always crash for no reason, this version is whacked I swear.","Full screen is black and ""the video playback was aborted due to corruption problem or because the video used features your browser did not support""",0.7606387,0,,,,FALSE,0.81380635,FALSE,0.7015976,TRUE,0.57669175,TRUE,0.6321655
"Good app when it works, but it constantly crashes when starting up.","Quit function is not working. App closes, but tabs still there when you reopen app.",0.7706115,0,,,,,,,,,,"The browser always crash for no reason, this version is whacked I swear.",When I start Firefox the display is all messed up.,0.75590986,0,,,,FALSE,0.7874321,FALSE,0.6362908,TRUE,0.7771928,TRUE,0.62744236
"Good app when it works, but it constantly crashes when starting up.",Apps are super slow when installed and run from Marketplace,0.74172235,0,,,,,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,"When using The Time site,  comments are not displayed.  When clicking 'add a comment'  it jumps to the top of the pages.  This all works fine in mobile Chrome.",0.8018869,0,,,,FALSE,0.78088784,FALSE,0.61656183,TRUE,0.75834465,TRUE,0.6219908
"Good app when it works, but it constantly crashes when starting up.",Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,0.7309969,1,,,,,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,The Youtube 3 dots settings menu is not displayed in desktop mode if the screen is zoomed in,0.796934,0,,,,FALSE,0.8177837,FALSE,0.61395097,TRUE,0.7414022,TRUE,0.6957686
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.7992272,0,,,,,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.","Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",0.78814304,0,,,,FALSE,0.8120208,FALSE,0.7294378,TRUE,0.64254296,FALSE,0.44549876
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.7965389,0,,,,,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0.7803626,0,,,,FALSE,0.80852973,FALSE,0.7242642,TRUE,0.5396127,FALSE,0.63962156
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Cannot run mochitests on my phone: ""ADBError: Only one instance of an application may be running at once"" (unexpected pidof output on some devices)",0.79423666,0,,,,,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",0.83828896,0,,,,FALSE,0.79639065,FALSE,0.71526724,TRUE,0.6877938,FALSE,0.6201981
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,0.80248195,1,,,,,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","when Firefox is not running and I send an intent to it from Google's home key swipe search, the website loads as the only tab, not a new one.",0.83195996,0,,,,FALSE,0.79489356,FALSE,0.69227564,TRUE,0.67615294,FALSE,0.51444054
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",0.7910075,0,,,,,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,"Quit function is not working. App closes, but tabs still there when you reopen app.",0.79583806,1,,,,FALSE,0.7890935,FALSE,0.6022739,TRUE,0.6668253,FALSE,0.4971856
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"Sites with large images OR zooming in on smaller images, Firefox shuts down and dumps to home screen. I've tested this numerous times and made sure it was my zooming that triggered the crash (it was).",0.78982913,0,,,,,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Youtube videos pause when switching tab or turning off the screen,0.7956114,0,,,,FALSE,0.7605571,FALSE,0.60016346,TRUE,0.5571897,FALSE,0.53383356
