feedback,issue,distance,,,
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.8845415,0,,
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",A newly created auto upload setup isn't displayed in the list if I don't navigate away then come back,0.8752868,0,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.9000763,1,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.","hello nextcloud crashes when i upload something , my phone is ASUS znefone max pro m1, android 8.1, thanks",0.89896035,1,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.", Menu browsing not working reliably on nextcloud android app,0.8973571,0,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.8927749,0,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.","Keeps finding the same folder as ""new"" and asking for battery whitelisting",0.88849986,0,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.","automatic upload a photo, then use app to delete it: strange behavior.",0.8731586,0,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Auto upload doesn't work on Android for already uploaded photos.,0.91715544,1,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Nextcloud App account name doesn't update in system file picker.,0.9076039,0,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.","Directory has no space left, but Nextcloud app will not stop trying to upload",0.90567654,0,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","In new version app(3.10.0 and above),I can not see any files on my server",0.92348003,0,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","Nexcloud Android ""Account"" disappears after reboot, when nextcloud app has been moved to sdcard, sdcard formatted as internal storage (Android 6.0)",0.9115054,0,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","Can't use the app anymore after update to 3.3: ""Wrong login details""",0.90963006,0,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.89994764,1,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Adding AutoUpload folders causes Android app to be unresponsive and crash on reopening,0.897763,1,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder ,0.8892765,1,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.9195681,0,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",A newly created auto upload setup isn't displayed in the list if I don't navigate away then come back,0.8891895,0,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.","[regression v3] Upload: Files that are not found anymore have wrong error ""Waiting for WiFi""",0.87542516,0,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder ,0.920594,1,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)","hello nextcloud crashes when i upload something , my phone is ASUS znefone max pro m1, android 8.1, thanks",0.9128223,0,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.9075015,0,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.89303106,0,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",A newly created auto upload setup isn't displayed in the list if I don't navigate away then come back,0.86565226,0,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...","""Could not save keys, please try again later"" message after ""set up encryption""",0.864863,0,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.9135037,0,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,"hello nextcloud crashes when i upload something , my phone is ASUS znefone max pro m1, android 8.1, thanks",0.8834846,0,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Can't upload photos; server EOL message when it's up to date,0.8812752,0,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.92688125,0,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.90906197,0,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder ,0.9082055,0,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",A newly created auto upload setup isn't displayed in the list if I don't navigate away then come back,0.9042676,0,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.88662016,0,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Auto upload folders from previous installations won't go away and are creating duplicate folders. ,0.8843167,0,,
Used to work great now you it just crashes every time you try to log on,"Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.85005033,0,,
Used to work great now you it just crashes every time you try to log on,Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.8459514,0,,
Used to work great now you it just crashes every time you try to log on,"""Not enough space"" NC app trys to synchronize everything not only changes",0.8458045,0,,
"even when disabling ALL automatic uploads, it still tries to upload files.",Upload of updated files in instant upload does not work,0.9187164,0,,
"even when disabling ALL automatic uploads, it still tries to upload files.",Auto upload folders from previous installations won't go away and are creating duplicate folders. ,0.91283095,0,,
"even when disabling ALL automatic uploads, it still tries to upload files.",Crash when trying to upload many files,0.9119618,0,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.9079148,1,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).","App tries to ""fetch most recent version of the file"" while VPN is in waiting for usable network mode",0.90214616,0,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",A newly created auto upload setup isn't displayed in the list if I don't navigate away then come back,0.89623207,0,,
