feedback,issue,distance,,,
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,I'm having problems sending unsecured SMS. I've included the debug log. Thanks.,0.7111367,0,,
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,"""Could not grab logs from device"" error message missleadingly displayed when without Internet access.",0.6974025,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,texts from another user are coming encrypted and i can't read them.,0.6341566,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,"Signal 3.1.1: When sending picture with text, text does not show until you scroll after message is sent.",0.6211859,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Signal skips delivery confirmation/read receipts for serial messages,0.61944306,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6859345,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.","App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6729307,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",when 2.04 came out it took the ability away to send messages to groups setup in phone book.,0.6576942,0,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6648169,0,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"New message notifications shown whenever TextSecure is locked, no messages received when opened.",0.6609305,0,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"Sometimes receiving ""missed call"" alerts even when Android phone was available",0.659835,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.","Android app stopped working 3 days after porting my phone number, desktop still working fine",0.64862573,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6372859,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.","i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6357732,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.68037874,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6798604,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.6668464,0,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.79987216,0,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.77837336,0,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",The Android share signal link links to only an ios download and isn't smarter. [ easy ish fix ],0.77407527,0,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",MMS disabled before update on 4.4; now ignores them with no option to re-enable,0.63354915,0,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",Two days not able to send/receive messages/calls,0.63316756,1,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",[UX] Invite friends UI should make clear that invitation allows to select contacts (and is not sent to all),0.6153057,0,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7049963,1,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,The Android share signal link links to only an ios download and isn't smarter. [ easy ish fix ],0.7015073,0,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.69890594,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.63435185,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,The Android share signal link links to only an ios download and isn't smarter. [ easy ish fix ],0.63242006,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,Tried to add stickers in Signal: The picture is gray and then it crashes,0.62688076,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.","Android app no longer able to send, link devices, or even deregister; only receives messages after reboot",0.65179175,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",Received same message in a group chat 5 times; Android app prompts user to resend unsent message to group once per user,0.64905137,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",No message details for system messages (unable to resend changes to disappearing messages in groups),0.6476807,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed","no way to ""Add Text"" from contacts like what can be done in default messaging app in Android",0.6520541,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.64755124,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed","""Error downloading MMS message, tap to retry"" on Signal 4.6.0",0.64529085,0,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,4.16.9 keeps crashing when trying to open the app,0.69393283,1,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,"Android app stopped working 3 days after porting my phone number, desktop still working fine",0.68941605,1,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,No notifications show up until the app is manually open,0.6777733,0,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",I'm having problems sending unsecured SMS. I've included the debug log. Thanks.,0.6413456,0,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Unable to send log file due to network error (while network is fine),0.6357309,0,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.63262135,1,,
