app,feedback,issue,distance,fitting_issue,temp,,62/150,,Macthing Bug Report,Syncthing,,,,30/50,,feedback,issue,distance,50/100,,,,"        Approach 
 

App   ",T5,,,Sentence T5,,,Sentence miniLM,,,Sentence bert,,,DeepMatcher,,
syncthing,I love th desktop version but the app keeps stopping.,new version android app not work,0.45977935,FALSE,tp,,,18,FALSE,0.45977935,,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Syncthing for Windows won't sync with Android or ARM/Linux,1,,"Might be a good app. But it says it will not even start when power save modus is on, which is default on my phone because it's way fast enough...",adding option to stop syncing when running on battery or trying to save power,[0.4227057],1,,,,,,,,,,,,,,,,,,,
syncthing,"Does not sync, never seen such a user unfriendly app",Doesn't sync at all,0.7283132,TRUE,tp,,,,TRUE,0.7283132,,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","Files that are updated on remote nodes, that were previously ignored, are not synced.",1,,"Painful, a real pain to get it to work but took hours of fiddling. Upgraded laptop and it never worked again. Given up. Wouldn't waste my time again.","Remove the ""self"" device as it's confusing and serves very little purpose",[0.32115656],0,,,,,,,,,,,,,,,,,,,
syncthing,"Does not sync, never seen such a user unfriendly app",Not sync,0.71181726,TRUE,tp,,,,TRUE,0.71181726,,0,0,0,,"Painful, a real pain to get it to work but took hours of fiddling. Upgraded laptop and it never worked again. Given up. Wouldn't waste my time again.",Device stuck at 99%,[0.30509326],0,,,,,,,,,,,,,,,,,,,
syncthing,"Does not sync, never seen such a user unfriendly app",Not Syncing,0.7097798,TRUE,tp,,,19,TRUE,0.7097798,,0,,,,Doesn't work for me. Changes made on my server are transferred to my Android 11 device without issues. But Changes made on my android doesn't transfer to my server. Besides that my android device gets extremely hot while it tries to sync with my server. So this makes this app useless. Since if I make a change on the phone side it stays in sync transfer status forever and using way too much processor power draining my battery. This issue was already mentioned on the synthetic forum.,Syncthing for Android always uploading,[0.58678913],0,,,,,,,,,,,,,,,,,,,
syncthing,"Bad, why does it not allow write access to an androids sd card?",SD card in android cannot be writed,0.74523616,TRUE,tp,,,,TRUE,0.74523616,,0,,,,Doesn't work for me. Changes made on my server are transferred to my Android 11 device without issues. But Changes made on my android doesn't transfer to my server. Besides that my android device gets extremely hot while it tries to sync with my server. So this makes this app useless. Since if I make a change on the phone side it stays in sync transfer status forever and using way too much processor power draining my battery. This issue was already mentioned on the synthetic forum.,[Feature] Add option to only sync on local changes to reduce traffic on mobile devices,[0.565581],0,,,,,,,,,,,,,,,,,,,
syncthing,"Bad, why does it not allow write access to an androids sd card?",Unable to grant write permissions after upgrade to Android 11,0.53518844,TRUE,tp,,,,TRUE,0.53518844,,0,,,,All app have write access in sd card root folder Except the sycthing. Phone/OS : Poco MIUI. -----PLEASE FIX THIS ---------------in other apps there will be apopup for the permission page but it is not asking in this app,Unable to grant write permissions after upgrade to Android 11,[0.5829255],1,,,,,,,,,,,,,,,,,,,
syncthing,"Bad, why does it not allow write access to an androids sd card?",Phone soft reboots continuesly when trying to write to sdcard,0.5333877,FALSE,tp,,,20,FALSE,0.5333877,,,,,,All app have write access in sd card root folder Except the sycthing. Phone/OS : Poco MIUI. -----PLEASE FIX THIS ---------------in other apps there will be apopup for the permission page but it is not asking in this app,SD card in android cannot be writed,[0.5474272],1,,,,,,,,,,,,,,,,,,,
syncthing,"After restart, username password resets back to default like syncthing, which is very bad & annoying. So make it to remember like in pc & mac.","when i set username and password , it crashed",0.6695154,FALSE,tp,,,,FALSE,0.6695154,,,,,,Doesnt sync sdcard,Doesn't sync at all,[0.7055511],1,,,,,,,,,,,,,,,,,,,
syncthing,"After restart, username password resets back to default like syncthing, which is very bad & annoying. So make it to remember like in pc & mac.",Can't set username password from the UI,0.6368569,FALSE,tp,,,,FALSE,0.6368569,,,,,,Doesnt sync sdcard,SyncThing refuses to sync to sdcard even with availible permissions.,[0.67629933],1,,,,,,,,,,,,,,,,,,,
syncthing,"After restart, username password resets back to default like syncthing, which is very bad & annoying. So make it to remember like in pc & mac.",Setting password causes continuous restart of GUI server (bind: address already in use),0.59541273,FALSE,tp,,,21,FALSE,0.59541273,,,,,,Impossible d'ajouter mon PC dans l'app mobile. Sur le pc synctrayzor ajoute le mobile mais le d¨¦connecte imm¨¦diatement comme 'inutilis¨¦'. Aucune synchronisation entre les classeurs d¨¦finis (m¨ºme id). L'acc¨¨s au mobile par ftp depuis le pc est beaucoup plus facile et fonctionne avec plusieurs applis (Winscp permet l'automatisation).,sync over mobile device as a modem,[0.54305816],0,,,,,,,,,,,,,,,,,,,
syncthing,Couldn't get it to work syncing a tiny text file with Ubuntu.... It kept getting stuck on 89% and creating an empty file. Can't trust it if it's so wobbly straight out the gate!,"stuck at 99%, 40 out-of-sync files even tho they are ignored.",0.67000186,TRUE,tp,,,,TRUE,0.67000186,,,,,,Impossible d'ajouter mon PC dans l'app mobile. Sur le pc synctrayzor ajoute le mobile mais le d¨¦connecte imm¨¦diatement comme 'inutilis¨¦'. Aucune synchronisation entre les classeurs d¨¦finis (m¨ºme id). L'acc¨¨s au mobile par ftp depuis le pc est beaucoup plus facile et fonctionne avec plusieurs applis (Winscp permet l'automatisation).,Make Syncthing portable,[0.5326773],0,,,,,,,,,,,,,,,,,,,
syncthing,Couldn't get it to work syncing a tiny text file with Ubuntu.... It kept getting stuck on 89% and creating an empty file. Can't trust it if it's so wobbly straight out the gate!,Small files do not sync,0.6648092,TRUE,tp,,,,TRUE,0.6648092,,,,,,Works but destroys battery. Going to try the fork instead that is on the store,Nothing works anymore,[0.42175066],0,,,,,,,,,,,,,,,,,,,
syncthing,Couldn't get it to work syncing a tiny text file with Ubuntu.... It kept getting stuck on 89% and creating an empty file. Can't trust it if it's so wobbly straight out the gate!,"syncthing is slow, when file is large.",0.6529379,FALSE,tp,,,22,FALSE,0.6529379,,,,,,Works but destroys battery. Going to try the fork instead that is on the store,"served ForkAwesome is corrupted, icons missing,UTF8 placeholders displayed instead",[0.34177986],0,,,,,,,,,,,,,,,,,,,
syncthing,"recording to a flash drive on non-rooted devices does not work. this is not an android problem, it is specifically so made by the developer. the program is useless. the author removes negative reviews",Cannot write .stignore on Android devices,0.46271774,FALSE,tp,,,,FALSE,0.46271774,,,,,,How about letting me sync to my SD card without having to connect to wifi or Mobil data. Garbage.,Suggestion: move no sync on mobile data or no sync while disconnected from charger into core,[0.61684424],1,,,,,,,,,,,,,,,,,,,
syncthing,"recording to a flash drive on non-rooted devices does not work. this is not an android problem, it is specifically so made by the developer. the program is useless. the author removes negative reviews",SD card in android cannot be writed,0.42113167,FALSE,tp,,,,FALSE,0.42113167,,,,,,How about letting me sync to my SD card without having to connect to wifi or Mobil data. Garbage.,"out of sync files - please provide the ""other device""",[0.5922159],0,,,,,,,,,,,,,,,,,,,
syncthing,"recording to a flash drive on non-rooted devices does not work. this is not an android problem, it is specifically so made by the developer. the program is useless. the author removes negative reviews",Unhelpful error message about Android not allowing syncing to external storage,0.39116812,FALSE,tp,,,23,FALSE,0.39116812,,,,,,completely and utterly confusing ... installed ... expect 1 nominate files/folders to sync 2 nominate sync location/device 3 set sync type/frequency 4 go got ... still not sure what the f@#$ i got ... basically appears to be useless for what it's intended to do ... can't be i know but interface is so bad it might as well be useless,Missing 3-device sync example in documentation,[0.57465535],0,,,,,,,,,,,,,,,,,,,
syncthing,Was hoping to not have to go the linux route to get this on a chromebook.,Chrome OS,0.64651036,FALSE,tp,,,,FALSE,0.64651036,,,,,,completely and utterly confusing ... installed ... expect 1 nominate files/folders to sync 2 nominate sync location/device 3 set sync type/frequency 4 go got ... still not sure what the f@#$ i got ... basically appears to be useless for what it's intended to do ... can't be i know but interface is so bad it might as well be useless,SyncThing and files.,[0.5721308],0,,,,,,,,,,,,,,,,,,,
syncthing,Was hoping to not have to go the linux route to get this on a chromebook.,Support for Firefox OS,0.36501747,FALSE,tp,,,,FALSE,0.36501747,,,,,,crazy amount of battery usage even when disabled,Memory and CPU usage is prohibitively high,[0.5100293],1,,,,,,,,,,,,,,,,,,,
syncthing,Was hoping to not have to go the linux route to get this on a chromebook.,Support only modern browser?,0.36177215,FALSE,tp,,,24,FALSE,0.36177215,,,,,,crazy amount of battery usage even when disabled,high CPU usage on RPi,[0.5006206],0,,,,,,,,,,,,,,,,,,,
syncthing,It looks very interesting but it's too much difficult,It is difficult to operationalize,0.39632833,TRUE,tp,,,,TRUE,0.39632833,,,,,,"This app is sweet. I love the syncthing service. But the android app could be better. The biggest issue is, data can be sent from another device only to this 1 folder in Android (Android>data>com.nutomic.....>files). It'd be a lot cooler if both ways transfer and sync were possible in any location of our choice. Also, it'd b better if caldav & cardav sync was implemented. Ik you guys won't be doing it, still. Finally. It'd be convenient if a independent sync toggle were there on the quick menu.",APIs needed for syncthing-android,[0.62503695],0,,,,,,,,,,,,,,,,,,,
syncthing,It looks very interesting but it's too much difficult,It's too easy to bodge a share,0.30903786,FALSE,tp,,,,FALSE,0.30903786,,,,,,"This app is sweet. I love the syncthing service. But the android app could be better. The biggest issue is, data can be sent from another device only to this 1 folder in Android (Android>data>com.nutomic.....>files). It'd be a lot cooler if both ways transfer and sync were possible in any location of our choice. Also, it'd b better if caldav & cardav sync was implemented. Ik you guys won't be doing it, still. Finally. It'd be convenient if a independent sync toggle were there on the quick menu.",Syncthing for Android always uploading,[0.59742373],0,,,,,,,,,,,,,,,,,,,
syncthing,It looks very interesting but it's too much difficult,Rethink the UI,0.30662197,FALSE,tp,,,25,FALSE,0.30662197,,,,,,"Trash app, one single folder shared with 120 MB and 50 files - drained the battery to 30% by just having it open.",Removing large shared folder causes very high RAM usage,[0.534551],0,,,,,,,,,,,,,,,,,,,
syncthing,"Might be a good app. But it says it will not even start when power save modus is on, which is default on my phone because it's way fast enough...",Fantastic App,0.47088197,FALSE,tp,,,,FALSE,0.47088197,,,,,,"Trash app, one single folder shared with 120 MB and 50 files - drained the battery to 30% by just having it open.",Database: (optionally) garbage collect deleted files,[0.5228721],0,,,,,,,,,,,,,,,,,,,
syncthing,"Might be a good app. But it says it will not even start when power save modus is on, which is default on my phone because it's way fast enough...",adding option to stop syncing when running on battery or trying to save power,0.4227057,TRUE,tp,,,,TRUE,0.4227057,,,,,,"Highly insecure. Using Netguard, as soon as I turned Wifi access on, a bunch of IP addresses flooded into the access attempt section.",Potential for Excessive DNS requests,[0.46389118],0,,,,,,,,,,,,,,,,,,,
syncthing,"Might be a good app. But it says it will not even start when power save modus is on, which is default on my phone because it's way fast enough...",iOS App,0.4192695,FALSE,tp,,,26,FALSE,0.4192695,,,,,,"Highly insecure. Using Netguard, as soon as I turned Wifi access on, a bunch of IP addresses flooded into the access attempt section.",Long IP addresses are ugly,[0.4541299],0,,,,,,,,,,,,,,,,,,,
syncthing,"Painful, a real pain to get it to work but took hours of fiddling. Upgraded laptop and it never worked again. Given up. Wouldn't waste my time again.","Remove the ""self"" device as it's confusing and serves very little purpose",0.32115656,FALSE,tp,,,,FALSE,0.32115656,,,,,,Into double-digit incidents of app erasing edits in most-recently updated file. Can no longer take the chance of using.,"Edit Device and ""Edit Folder"" were removed from the translation files.",[0.47886777],1,,,,,,,,,,,,,,,,,,,
syncthing,"Painful, a real pain to get it to work but took hours of fiddling. Upgraded laptop and it never worked again. Given up. Wouldn't waste my time again.",Device stuck at 99%,0.30509326,FALSE,tp,,,,FALSE,0.30509326,,,,,,Into double-digit incidents of app erasing edits in most-recently updated file. Can no longer take the chance of using.,Versioning local edits?,[0.46173316],0,,,,,,,,,,,,,,,,,,,
syncthing,"Painful, a real pain to get it to work but took hours of fiddling. Upgraded laptop and it never worked again. Given up. Wouldn't waste my time again.",Since Windows 10 upgrade all stopped working.,0.29026133,FALSE,tp,,,27,FALSE,0.29026133,,,,,,"Inutilisable avec une carte sd (Android 8.0), l'application ne sait pas demander les droits d'¨¦criture...",Perdita di file e cartelle,[0.4338263],0,,,,,,,,,,,,,,,,,,,
syncthing,Doesn't work for me. Changes made on my server are transferred to my Android 11 device without issues. But Changes made on my android doesn't transfer to my server. Besides that my android device gets extremely hot while it tries to sync with my server. So this makes this app useless. Since if I make a change on the phone side it stays in sync transfer status forever and using way too much processor power draining my battery. This issue was already mentioned on the synthetic forum.,Syncthing for Android always uploading,0.58678913,FALSE,tp,,,,FALSE,0.58678913,,,,,,"Inutilisable avec une carte sd (Android 8.0), l'application ne sait pas demander les droits d'¨¦criture...",Cannot write .stignore on Android devices,[0.38779867],0,,,,,,,,,,,,,,,,,,,
syncthing,Doesn't work for me. Changes made on my server are transferred to my Android 11 device without issues. But Changes made on my android doesn't transfer to my server. Besides that my android device gets extremely hot while it tries to sync with my server. So this makes this app useless. Since if I make a change on the phone side it stays in sync transfer status forever and using way too much processor power draining my battery. This issue was already mentioned on the synthetic forum.,[Feature] Add option to only sync on local changes to reduce traffic on mobile devices,0.565581,FALSE,tp,,,,FALSE,0.565581,,,,,,No external sdcard access.Worthless.,[Feature Request] Adding of /mnt/media_rw/ path to facilitate ExSDCard Access Enabler,[0.4793244],1,,,,,,,,,,,,,,,,,,,
syncthing,Doesn't work for me. Changes made on my server are transferred to my Android 11 device without issues. But Changes made on my android doesn't transfer to my server. Besides that my android device gets extremely hot while it tries to sync with my server. So this makes this app useless. Since if I make a change on the phone side it stays in sync transfer status forever and using way too much processor power draining my battery. This issue was already mentioned on the synthetic forum.,Android: Sync conflict not detected: newest copy is propagated to other clients,0.53577346,FALSE,tp,,,28,FALSE,0.53577346,,,,,,No external sdcard access.Worthless.,SD card in android cannot be writed,[0.44469696],1,,,,,,,,,,,,,,,,,,,
syncthing,All app have write access in sd card root folder Except the sycthing. Phone/OS : Poco MIUI. -----PLEASE FIX THIS ---------------in other apps there will be apopup for the permission page but it is not asking in this app,Unable to grant write permissions after upgrade to Android 11,0.5829255,TRUE,tp,,,,TRUE,0.5829255,,,,,,Extremely hard to use,It is difficult to operationalize,[0.45547414],1,,,,,,,,,,,,,,,,,,,
syncthing,All app have write access in sd card root folder Except the sycthing. Phone/OS : Poco MIUI. -----PLEASE FIX THIS ---------------in other apps there will be apopup for the permission page but it is not asking in this app,SD card in android cannot be writed,0.5474272,TRUE,tp,,,,TRUE,0.5474272,,,,,,Extremely hard to use,Usability miserable,[0.38384694],1,,,,,,,,,,,,,,,,,,,
syncthing,All app have write access in sd card root folder Except the sycthing. Phone/OS : Poco MIUI. -----PLEASE FIX THIS ---------------in other apps there will be apopup for the permission page but it is not asking in this app,Cannot write .stignore on Android devices,0.4589066,FALSE,tp,,,29,FALSE,0.4589066,,,,,,Why the hell do I have to enable all the sync and power settings so that I can check setting. Good God this is so basic even windows has it figured out. I remembered now why I started using syncthing-fork. It wasn't stupid. Unfortunately it hasn't been updated to Android 11 yet.,Syncthing Android Does Not Load,[0.6607367],0,,,,,,,,,,,,,,,,,,,
syncthing,Doesnt sync sdcard,Doesn't sync at all,0.7055511,TRUE,tp,,,,TRUE,0.7055511,,,,,,Why the hell do I have to enable all the sync and power settings so that I can check setting. Good God this is so basic even windows has it figured out. I remembered now why I started using syncthing-fork. It wasn't stupid. Unfortunately it hasn't been updated to Android 11 yet.,Synchronization does not work at all Android <> Linux,[0.6509819],0,,,,,,,,,,,,,,,,,,,
syncthing,Doesnt sync sdcard,SyncThing refuses to sync to sdcard even with availible permissions.,0.67629933,TRUE,tp,,,,TRUE,0.67629933,,,,,,It is hard to use. And especially why does folder names turn to white? They create so much confusion.,Alternative folder name,[0.55725205],0,,,,,,,,,,,,,,,,,,,
syncthing,Doesnt sync sdcard,Not Syncing,0.6723583,TRUE,tp,,,30,TRUE,0.6723583,,,,,,It is hard to use. And especially why does folder names turn to white? They create so much confusion.,Illegal characters in folder name on auto accept,[0.5554813],0,,,,,,,,,,,,,,,,,,,
syncthing,Impossible d'ajouter mon PC dans l'app mobile. Sur le pc synctrayzor ajoute le mobile mais le d¨¦connecte imm¨¦diatement comme 'inutilis¨¦'. Aucune synchronisation entre les classeurs d¨¦finis (m¨ºme id). L'acc¨¨s au mobile par ftp depuis le pc est beaucoup plus facile et fonctionne avec plusieurs applis (Winscp permet l'automatisation).,sync over mobile device as a modem,0.54305816,FALSE,tp,,,,FALSE,0.54305816,,,,,,"works or not in unpredictable ways. disconnect while transfering, sometimes refuses to start asking for more permissions, sometimes does not recognize other computers, i spent hours in frustration and finally found countless people having similar issues with it, and a development team hell bent on silencing critics rather than fixing issues. Don't waste your time.",Transfer very slow,[0.49159634],0,,,,,,,,,,,,,,,,,,,
syncthing,Impossible d'ajouter mon PC dans l'app mobile. Sur le pc synctrayzor ajoute le mobile mais le d¨¦connecte imm¨¦diatement comme 'inutilis¨¦'. Aucune synchronisation entre les classeurs d¨¦finis (m¨ºme id). L'acc¨¨s au mobile par ftp depuis le pc est beaucoup plus facile et fonctionne avec plusieurs applis (Winscp permet l'automatisation).,Make Syncthing portable,0.5326773,FALSE,tp,,,,FALSE,0.5326773,,,,,,"works or not in unpredictable ways. disconnect while transfering, sometimes refuses to start asking for more permissions, sometimes does not recognize other computers, i spent hours in frustration and finally found countless people having similar issues with it, and a development team hell bent on silencing critics rather than fixing issues. Don't waste your time.",Transfer rates are broken,[0.43414092],0,,,,,,,,,,,,,,,,,,,
syncthing,Impossible d'ajouter mon PC dans l'app mobile. Sur le pc synctrayzor ajoute le mobile mais le d¨¦connecte imm¨¦diatement comme 'inutilis¨¦'. Aucune synchronisation entre les classeurs d¨¦finis (m¨ºme id). L'acc¨¨s au mobile par ftp depuis le pc est beaucoup plus facile et fonctionne avec plusieurs applis (Winscp permet l'automatisation).,"Make syncthing ""find your device"" friendly",0.5134967,TRUE,tp,,,31,TRUE,0.5134967,,,,,,I just wanted to rsync photos to my Linux box but it won't. Seems like I have to install something on the pc. It's got ssh. That should suffice.,"Syncthing ""read-only"" Windows folder(s) to / through Linux servers",[0.40130907],1,,,,,,,,,,,,,,,,,,,
syncthing,Works but destroys battery. Going to try the fork instead that is on the store,Nothing works anymore,0.42175066,FALSE,tp,,,,FALSE,0.42175066,,,,,,I just wanted to rsync photos to my Linux box but it won't. Seems like I have to install something on the pc. It's got ssh. That should suffice.,Synchronize with mounted USB HDD,[0.37434024],0,,,,,,,,,,,,,,,,,,,
syncthing,Works but destroys battery. Going to try the fork instead that is on the store,"served ForkAwesome is corrupted, icons missing,UTF8 placeholders displayed instead",0.34177986,FALSE,tp,,,,FALSE,0.34177986,,,,,,It doesn't work. Try to open it and it says that it's disabled. Really? HTF do u ENABLE it? Deleting it.,Nothing works anymore,[0.53753203],1,,,,,,,,,,,,,,,,,,,
syncthing,Works but destroys battery. Going to try the fork instead that is on the store,Deletion does not work.,0.31791687,FALSE,tp,,,32,FALSE,0.31791687,,,,,,It doesn't work. Try to open it and it says that it's disabled. Really? HTF do u ENABLE it? Deleting it.,Settings is blank,[0.4657782],0,,,,,,,,,,,,,,,,,,,
syncthing,How about letting me sync to my SD card without having to connect to wifi or Mobil data. Garbage.,Suggestion: move no sync on mobile data or no sync while disconnected from charger into core,0.61684424,TRUE,tp,,,,TRUE,0.61684424,,,,,,Still can not write to ext sd card. Beside these major issues it is working very well. Maybe you can spend some time on this feature please.,SD card in android cannot be writed,[0.6709509],1,,,,,,,,,,,,,,,,,,,
syncthing,How about letting me sync to my SD card without having to connect to wifi or Mobil data. Garbage.,"out of sync files - please provide the ""other device""",0.5922159,FALSE,tp,,,,FALSE,0.5922159,,,,,,Still can not write to ext sd card. Beside these major issues it is working very well. Maybe you can spend some time on this feature please.,Phone soft reboots continuesly when trying to write to sdcard,[0.5582628],0,,,,,,,,,,,,,,,,,,,
syncthing,How about letting me sync to my SD card without having to connect to wifi or Mobil data. Garbage.,"Make syncthing ""find your device"" friendly",0.57978743,FALSE,tp,,,33,FALSE,0.57978743,,,,,,"After installing the app, it reported it was disabled. With no information on the error message why the whole app was disabled, or what to do.",new version android app not work,[0.46710867],0,,,,,,,,,,,,,,,,,,,
syncthing,completely and utterly confusing ... installed ... expect 1 nominate files/folders to sync 2 nominate sync location/device 3 set sync type/frequency 4 go got ... still not sure what the f@#$ i got ... basically appears to be useless for what it's intended to do ... can't be i know but interface is so bad it might as well be useless,Missing 3-device sync example in documentation,0.57465535,FALSE,tp,,,,FALSE,0.57465535,,,,,,"After installing the app, it reported it was disabled. With no information on the error message why the whole app was disabled, or what to do.",android app crashes when started,[0.46063843],0,,,,,,,,,,,,,,,,,,,
syncthing,completely and utterly confusing ... installed ... expect 1 nominate files/folders to sync 2 nominate sync location/device 3 set sync type/frequency 4 go got ... still not sure what the f@#$ i got ... basically appears to be useless for what it's intended to do ... can't be i know but interface is so bad it might as well be useless,SyncThing and files.,0.5721308,FALSE,tp,,,,FALSE,0.5721308,,,,,,Can not write to SD card. Constantly says it is disabled and refuses to run.,SD card in android cannot be writed,[0.73164],1,,,,,,,,,,,,,,,,,,,
syncthing,completely and utterly confusing ... installed ... expect 1 nominate files/folders to sync 2 nominate sync location/device 3 set sync type/frequency 4 go got ... still not sure what the f@#$ i got ... basically appears to be useless for what it's intended to do ... can't be i know but interface is so bad it might as well be useless,Idea: What is Syncthing? and what isn't it?,0.5692179,FALSE,tp,,,34,FALSE,0.5692179,,,,,,Can not write to SD card. Constantly says it is disabled and refuses to run.,Phone soft reboots continuesly when trying to write to sdcard,[0.6727381],0,,,,,,,,,,,,,,,,,,,
syncthing,crazy amount of battery usage even when disabled,Memory and CPU usage is prohibitively high,0.5100293,TRUE,tp,,,,FALSE,0.5100293,,,,,,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Syncthing for Windows won't sync with Android or ARM/Linux,[0.77018833],1,,,,,,,,,,,,,,,,,,,
syncthing,crazy amount of battery usage even when disabled,high CPU usage on RPi,0.5006206,FALSE,tp,,,,FALSE,0.5006206,,,,,,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Synchronization does not work at all Android <> Linux,[0.7211878],0,,,,,,,,,,,,,,,,,,,
syncthing,crazy amount of battery usage even when disabled,Full CPU usage,0.4834044,TRUE,tp,,,35,FALSE,0.4834044,,,,,,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","Files that are updated on remote nodes, that were previously ignored, are not synced.",[0.6968814],1,,,,,,,,,,,,,,,,,,,
syncthing,"This app is sweet. I love the syncthing service. But the android app could be better. The biggest issue is, data can be sent from another device only to this 1 folder in Android (Android>data>com.nutomic.....>files). It'd be a lot cooler if both ways transfer and sync were possible in any location of our choice. Also, it'd b better if caldav & cardav sync was implemented. Ik you guys won't be doing it, still. Finally. It'd be convenient if a independent sync toggle were there on the quick menu.",APIs needed for syncthing-android,0.62503695,FALSE,tp,,,,FALSE,0.62503695,,,,,,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","A file deleted from all nodes may exist in the ""out of sync"" list",[0.6789315],0,,,,,,,,,,,,,,,,,,,
syncthing,"This app is sweet. I love the syncthing service. But the android app could be better. The biggest issue is, data can be sent from another device only to this 1 folder in Android (Android>data>com.nutomic.....>files). It'd be a lot cooler if both ways transfer and sync were possible in any location of our choice. Also, it'd b better if caldav & cardav sync was implemented. Ik you guys won't be doing it, still. Finally. It'd be convenient if a independent sync toggle were there on the quick menu.",Syncthing for Android always uploading,0.59742373,FALSE,tp,,,,FALSE,0.59742373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"This app is sweet. I love the syncthing service. But the android app could be better. The biggest issue is, data can be sent from another device only to this 1 folder in Android (Android>data>com.nutomic.....>files). It'd be a lot cooler if both ways transfer and sync were possible in any location of our choice. Also, it'd b better if caldav & cardav sync was implemented. Ik you guys won't be doing it, still. Finally. It'd be convenient if a independent sync toggle were there on the quick menu.",How would one user syncthing w Android and iOS devices?,0.5967806,FALSE,tp,,,36,FALSE,0.5967806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Trash app, one single folder shared with 120 MB and 50 files - drained the battery to 30% by just having it open.",Removing large shared folder causes very high RAM usage,0.534551,FALSE,tp,,,,FALSE,0.534551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Trash app, one single folder shared with 120 MB and 50 files - drained the battery to 30% by just having it open.",Database: (optionally) garbage collect deleted files,0.5228721,FALSE,tp,,,,FALSE,0.5228721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Trash app, one single folder shared with 120 MB and 50 files - drained the battery to 30% by just having it open.",0 files 9.41MB ?,0.5082255,FALSE,tp,,,37,FALSE,0.5082255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Highly insecure. Using Netguard, as soon as I turned Wifi access on, a bunch of IP addresses flooded into the access attempt section.",Potential for Excessive DNS requests,0.46389118,FALSE,tp,,,,FALSE,0.46389118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Highly insecure. Using Netguard, as soon as I turned Wifi access on, a bunch of IP addresses flooded into the access attempt section.",Long IP addresses are ugly,0.4541299,FALSE,tp,,,,FALSE,0.4541299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Highly insecure. Using Netguard, as soon as I turned Wifi access on, a bunch of IP addresses flooded into the access attempt section.",Browse Untrusted Devices Remotely,0.4365983,FALSE,tp,,,38,FALSE,0.4365983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Into double-digit incidents of app erasing edits in most-recently updated file. Can no longer take the chance of using.,"""Edit Device"" and ""Edit Folder"" were removed from the translation files.",0.47886777,TRUE,tp,,,,TRUE,0.47886777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Into double-digit incidents of app erasing edits in most-recently updated file. Can no longer take the chance of using.,Versioning local edits?,0.46173316,FALSE,tp,,,,FALSE,0.46173316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Into double-digit incidents of app erasing edits in most-recently updated file. Can no longer take the chance of using.,Unscanned/conflicting files are overwritten/removed in niche cases,0.46059835,FALSE,tp,,,39,FALSE,0.46059835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Inutilisable avec une carte sd (Android 8.0), l'application ne sait pas demander les droits d'¨¦criture...",Perdita di file e cartelle,0.4338263,FALSE,tp,,,,FALSE,0.4338263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Inutilisable avec une carte sd (Android 8.0), l'application ne sait pas demander les droits d'¨¦criture...",Cannot write .stignore on Android devices,0.38779867,FALSE,tp,,,,FALSE,0.38779867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Inutilisable avec une carte sd (Android 8.0), l'application ne sait pas demander les droits d'¨¦criture...",request for android version - 14.46rc1,0.3822651,FALSE,tp,,,40,FALSE,0.3822651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,No external sdcard access.Worthless.,[Feature Request] Adding of /mnt/media_rw/ path to facilitate ExSDCard Access Enabler,0.4793244,TRUE,tp,,,,TRUE,0.4793244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,No external sdcard access.Worthless.,SD card in android cannot be writed,0.44469696,TRUE,tp,,,,TRUE,0.44469696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,No external sdcard access.Worthless.,Unhelpful error message about Android not allowing syncing to external storage,0.4385764,FALSE,tp,,,41,FALSE,0.4385764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
