feedback,issue,distance,,,
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,"Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.6743225,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,texts from another user are coming encrypted and i can't read them.,0.6890643,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,"Sending video files larger than 50MB would fail silently, and appears as empty message for the receiver",0.65144575,0,,
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Receive long texts as one message.,0.6460276,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.69624907,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.6856807,0,,
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",New messages arrive only after I've opened the app and unlocked the database,0.67142206,0,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,Calls always income as missed ones without ringing and Signal doesn't report the call failed,0.6841579,1,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"New message notifications shown whenever TextSecure is locked, no messages received when opened.",0.67824364,1,,
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6745643,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.68417567,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.","i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6459655,0,,
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.","Other party cannot see my video when I call them. When they call me, everything works fine.",0.6455767,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.6770572,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.65673584,0,,
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",[Proposal for a registration improvement] When registering a tablet w/o SMS functions and using temporarily a second SMS enabled device: allow to manually enter the six-digit code during step 2,0.6560662,0,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.7687477,1,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","When tapping on a contact picture a toast message ""No apps for viewing this contact available"" (Translation from German) appears and contact details are not displayed",0.7355248,0,,
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","Exception after attempting to share photo: Database: net.sqlcipher.database.SQLiteException: file is not a database: , while compiling: select count(*) from sqlite_master;",0.7136059,0,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.6523578,0,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",Allow users to use the old u.i and bring back the option for more colors,0.63909507,0,,
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.62145627,0,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6994894,0,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6989293,0,,
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,No message details for system messages (unable to resend changes to disappearing messages in groups),0.6938579,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,bug - Have to hit back multiple times to get from conversation to messages,0.6515592,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,"Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.62918323,0,,
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,"Other party cannot see my video when I call them. When they call me, everything works fine.",0.6219764,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6764375,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.6747669,0,,
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",Project Fi: not receiving SMS messages through Signal when set as default app,0.6678628,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.6979234,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.6715657,0,,
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed","Just I want to know how do you handle the keystore from Native code en C++, and you make call to this in Java code ?",0.6641939,0,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,"Android app stopped working 3 days after porting my phone number, desktop still working fine",0.6878705,1,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,4.16.9 keeps crashing when trying to open the app,0.6850053,1,,
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,Signal kept crashing on start after update from 4.17.5 to 4.18.3 and crashes on importing backup from 4.17.5,0.6773288,1,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Not getting notification in real time unless I open the app,0.66576946,1,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6539322,1,,
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",New messages arrive only after I've opened the app and unlocked the database,0.6286345,1,,
