feedback,issue,distance,,23/150,,,,,,,,,17/100,,,Matching Bug Result,Firefox,Matching Bug Result,Nextcloud,Matching Bug Result,Signal,Matching Bug Result,VLC,Matching Bug Result,TOTAL
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.",I am able to type words in Firefox search bar but unable to type anything in the websites,[0.8336667],0,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Android firefox (v47.0 & later) doesn't work correctly with google image searches when using ""Desktop view"".",0,,,"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","""This app is incompatible with your  HTC Desire"" But it's on the list of supported phones.",[0.79698217],0,,,FALSE,0.73548204,FALSE,0.717762,FALSE,0.82834995,FALSE,0.7084947,TRUE,0.9097304
Good browser but it is not possible tochange default download folder to external sd. Too bad.,"browser.js shouldn't send ""fromCache"":true flag when device is offline for tabs that couldn't load correctly (server not found, etc)",[0.87480974],0,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",1,,,"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Running xpcshell-test or mochitest-chrome locally usually fails on clean install due to silent pushDir failure,[0.78826493],0,,,FALSE,0.81770456,FALSE,0.7131891,FALSE,0.8104422,FALSE,0.69503486,TRUE,0.8885114
Good browser but it is not possible tochange default download folder to external sd. Too bad.,"With ""don't keep activities"", possible to put the browser in a bad state where no pages load",[0.8741462],0,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Android: uninstalling firefox will delete all downloaded files, very annoying",0,,,Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Apps are super slow when installed and run from Marketplace,[0.8706707],1,,,FALSE,0.8175384,FALSE,0.80362034,FALSE,0.8096201,FALSE,0.68572956,TRUE,0.6837468
Good browser but it is not possible tochange default download folder to external sd. Too bad.,Calling BrowserApp.addTab with no parameters causes odd behavior,[0.85523605],0,,crashes nearly every time I use it for an extended period.,[meta] Fennec is overdrawn many times,0,,,Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Loading a Travis build page is very slow,[0.8323073],1,,,FALSE,0.8109337,FALSE,0.7974903,FALSE,0.78678703,FALSE,0.6542089,TRUE,0.8284984
Browser doesn't work on home Depot website.,Request Desktop site doesn't work on Wikipedia,[0.9225447],1,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",1,,,"Good app when it works, but it constantly crashes when starting up.",Auto-launch of downloads often launches the wrong app,[0.8102882],0,,,FALSE,0.7830008,FALSE,0.85813594,FALSE,0.77307916,FALSE,0.6496879,TRUE,0.8483151
Browser doesn't work on home Depot website.,A tab's parent ID doesn't get saved in session store,[0.91414165],0,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Firefox 45.0.1 crashes very often on my LG E460 (Android 4.1.2). It did the same even with previous versions.,1,,,"Good app when it works, but it constantly crashes when starting up.",[Fig] Awesomescreen Top Sites grid lazy init and animation quickly gets annoying,[0.8009095],0,,,FALSE,0.7812677,FALSE,0.81419384,FALSE,0.77216625,FALSE,0.6490867,TRUE,0.83354104
Browser doesn't work on home Depot website.,Request Desktop site does not work on Wikipedia,[0.9128535],1,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Doorhanger directional arrow from the site-identity popup needs re-allignment due to Reader Mode icon addition,0,,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",[0.8006086],0,,,FALSE,0.7749866,FALSE,0.74996495,FALSE,0.7822124,FALSE,0.60881495,TRUE,0.73571354
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",SHARP devices cannot get crash dump due to not working PTRACE.,[0.8644779],0,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Playing mp3 audio file on Firefox 19 gives error ""Video can't be played because the file is corrupt,"" causes Firefox Beta 20, Aurora, and Nightly builds to immediately crash.",0,,,"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","""Setting up Nightly..."" displays on every startup due to slow device storage",[0.72621936],0,,,FALSE,0.87901264,FALSE,0.748964,FALSE,0.75984037,FALSE,0.60528934,TRUE,0.70038843
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work","Don't save thumbnails from pages with ""Cache-Control: no-store"", and HTTPS pages when HTTPS disk caching is disabled",[0.86142653],0,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Checking for updates in Firefox for Android 'About' page always fails,0,,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,[meta] Make user experience in Firefox better than Stock,[0.8063672],0,,,FALSE,0.8528862,FALSE,0.8172097,FALSE,0.7555243,FALSE,0.72134066,TRUE,0.8046361
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,[0.8592389],0,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,2 minute delay when stopping web server after Android browser tests,0,,,Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,the splash screen with Firefox logo makes the app feel slow,[0.7985867],1,,,FALSE,0.87107444,FALSE,0.7855766,FALSE,0.71291375,FALSE,0.6768306,TRUE,0.8152677
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Mozilla enters some bad loops and does'nt work,[0.8474766],0,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Tabs are not restored correctly when restarting Firefox after swiping it out of recents,0,,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",[0.8637895],0,,,FALSE,0.85435176,FALSE,0.74534845,FALSE,0.80269116,FALSE,0.6697917,TRUE,0.7341255
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Very poor performance when scrolling through a select list,[0.84466445],0,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","File-save tabs remain open after download starts, creates duplicate download whenever tab reactivated",0,,,"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","On some pages, back button navigation does not work until I restart Firefox",[0.85221934],0,,,FALSE,0.7656392,FALSE,0.74326694,FALSE,0.789413,FALSE,0.73769367,TRUE,0.8077847
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,"Frequent ""Awesomebar URL typed properly"" failures when using enterUrl()",[0.83863664],0,,0,,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",On Firefox for Android doesn't change the prediction while still writing instead it inserts what you write to the predicted text.,[0.7951081],0,,,FALSE,0.7608535,FALSE,0.7241742,FALSE,0.7599657,FALSE,0.73638445,TRUE,0.74775624
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",pages become unresponsive on low end phone models making it difficult to use,[0.831921],0,,0,,,,,"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",My canvas html5 pages work fine until the last update. Now I can only see a white page. In desktop work fine.  I think is because the sound in my page.,[0.78804517],0,,,FALSE,0.76992655,FALSE,0.8346311,FALSE,0.8621334,FALSE,0.7208849,TRUE,0.8073189
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Pinned preloaded thumbnails aren't refreshing with the website when visited,[0.82441795],0,,,,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","./mach should use `adb` from `.mozbuild` as setup through ./mach bootstrap, not try to find it in $PATH and fail with cryptic error messages (ADBError: [Errno 2] No such file or directory: adb is not executable.)",[0.8540969],0,,,FALSE,0.75705016,FALSE,0.83100426,FALSE,0.8351128,FALSE,0.8176099,TRUE,0.73759437
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Bookmark sync dosn't work correctly on PC and smartphone,[0.8234498],0,,,,,,,"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","browser.js shouldn't send ""fromCache"":true flag when device is offline for tabs that couldn't load correctly (server not found, etc)",[0.84980005],0,,,FALSE,0.7537919,FALSE,0.8258683,FALSE,0.8281478,FALSE,0.81343687,TRUE,0.7128834
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Cannot run mochitests on my phone: ""ADBError: Only one instance of an application may be running at once"" (unexpected pidof output on some devices)",[0.8360183],0,,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Several robocop tests fail with: resource name: 'browser_toolbar' is not found!,[0.8633344],0,,,FALSE,0.8437635,FALSE,0.88147455,FALSE,0.81115896,FALSE,0.70046103,TRUE,0.70946527
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone","Setting cookie lifetimePolicy to 1 fails with Aurora, causes website not to load",[0.81448984],0,,,,,,,"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Intermittent autophone-s1s2 | Failed to get all measurements,[0.8470971],0,,,FALSE,0.83984673,FALSE,0.83234644,FALSE,0.80684614,FALSE,0.67189515,TRUE,0.8084161
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone",Action is missing on tapping on any button from Privacy Coach add-on page after disable and re-enable the add-on,[0.8107068],0,,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,[0.88805854],0,,,FALSE,0.8336667,FALSE,0.8224702,FALSE,0.82653695,FALSE,0.6716785,TRUE,0.75498486
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","""This app is incompatible with your  HTC Desire"" But it's on the list of supported phones.",[0.79698217],0,,,,,,,I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Firefox must not delete downloaded files when ""Clear privacy data on exit"" is enabled",[0.8589835],0,,,FALSE,0.87480974,FALSE,0.73588264,FALSE,0.7985018,FALSE,0.7076584,TRUE,0.77903414
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Running xpcshell-test or mochitest-chrome locally usually fails on clean install due to silent pushDir failure,[0.78826493],0,,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"Lightweight theme previews do not work on Firefox for Android, breaking the preview/install flow",[0.89263475],0,,,FALSE,0.8741462,FALSE,0.73121274,FALSE,0.74276173,FALSE,0.6967443,TRUE,0.75235
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support","HTML5 notification behaviour on Android should be configurable. Currently, they are completely ""stealthy"" and do not alert users.",[0.7784604],0,,,,,,,Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"[Android O] Temporary disable ""Add to Home screen doesn't work on any version of Firefox",[0.88723004],0,,,FALSE,0.85523605,FALSE,0.7592611,FALSE,0.76082295,FALSE,0.64443195,TRUE,0.8222178
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Apps are super slow when installed and run from Marketplace,[0.8706707],1,,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Running xpcshell-test or mochitest-chrome locally usually fails on clean install due to silent pushDir failure,[0.8141973],0,,,FALSE,0.91414165,FALSE,0.7500781,FALSE,0.7540438,FALSE,0.62868655,TRUE,0.8048584
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Loading a Travis build page is very slow,[0.8323073],1,,,,,,,"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Swiping up (primarily from the lower half of a page) frequently does not work in Firefox beta,[0.80959094],0,,,FALSE,0.8644779,FALSE,0.7371665,FALSE,0.75897616,FALSE,0.6175727,TRUE,0.8248254
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Time from startup to completely rendered web page is poor,[0.82913274],1,,,,,,,"The browser always crash for no reason, this version is whacked I swear.",06/03/2012 build instantly crashes every time: Unable to instantiate in loader,[0.88713163],1,,,FALSE,0.86142653,FALSE,0.7933414,FALSE,0.7513621,FALSE,0.607607,TRUE,0.8083209
"Good app when it works, but it constantly crashes when starting up.",Auto-launch of downloads often launches the wrong app,[0.8102882],0,,,,,,,"The browser always crash for no reason, this version is whacked I swear.","Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",[0.84585124],1,,,FALSE,0.8592389,FALSE,0.76037216,FALSE,0.7379925,FALSE,0.65600824,TRUE,0.7969291
"Good app when it works, but it constantly crashes when starting up.",[Fig] Awesomescreen Top Sites grid lazy init and animation quickly gets annoying,[0.8009095],0,,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Websites found through Google searches do not display correctly. (WAS: TMobile website text entry fields do not show up),[0.89083266],0,,,FALSE,0.8474766,FALSE,0.75234306,FALSE,0.81635,FALSE,0.650954,TRUE,0.77556884
"Good app when it works, but it constantly crashes when starting up.",Mozilla enters some bad loops and does'nt work,[0.7899862],0,,,,,,,1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,"clicking ""next"" links on FreeBSD handbook pages doesn't work",[0.889068],0,,,FALSE,0.84466445,FALSE,0.7907204,FALSE,0.7713314,FALSE,0.6273591,TRUE,0.7878542
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",[0.8006086],0,,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Youtube search extremely slow with Request desktop mode and new youtube layout,[0.78399855],0,,,FALSE,0.83863664,FALSE,0.78384876,FALSE,0.75838387,FALSE,0.7815095,TRUE,0.78389686
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)","""Setting up Nightly..."" displays on every startup due to slow device storage",[0.72621936],0,,,,,,,"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Apps are super slow when installed and run from Marketplace,[0.77761424],1,,,FALSE,0.831921,FALSE,0.80018526,FALSE,0.74804825,FALSE,0.7174537,TRUE,0.76207525
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",WebRender + GeckoView:- mozilla.org only gets 20fps on my entry level phone,[0.7178967],0,,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","Visit http://peacekeeper.futuremark.com/,then click ""test your browser go"",it will always pop up the window""Are you sure? This page asks you to confirm that you want to leave - data you entered could not be saved.""after running some tests.",[0.81139815],0,,,FALSE,0.82441795,FALSE,0.79819113,FALSE,0.7839618,FALSE,0.78876764,TRUE,0.77596647
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,[meta] Make user experience in Firefox better than Stock,[0.8063672],0,,,,,,,"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",[0.8001213],0,,,FALSE,0.8234498,FALSE,0.7769774,FALSE,0.7823335,FALSE,0.7835549,TRUE,0.71703434
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,the splash screen with Firefox logo makes the app feel slow,[0.7985867],1,,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Exiting youtube player fullscreen mode causes the app to be unresponsive and eventually display a Force close dialog,[0.7653441],0,,,FALSE,0.8360183,FALSE,0.92604595,FALSE,0.8376111,FALSE,0.7827646,TRUE,0.8239591
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,[Firefox performance] Web opening time(Web loading time) is slow compared to Chrome browser.,[0.78952456],1,,,,,,,Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Media controls shown on WebRTC pause playback swipe away notification no way to resume playback,[0.7458941],0,,,FALSE,0.81448984,FALSE,0.76100254,FALSE,0.79329556,FALSE,0.7638689,TRUE,0.838844
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","if on a web page one either zooms in using double tap or pinch and then clicks a link on the page, then use the back button to return to the previous page, Firefox will not display the page as it was previously zoomed in",[0.8637895],0,,,,,,,"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","The keyboard is not triggered when tapping on Search button, after accessing youtube.com from Top Sites panel",[0.784587],0,,,FALSE,0.8107068,FALSE,0.69397503,FALSE,0.7643119,FALSE,0.74541247,TRUE,0.6921258
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","On some pages, back button navigation does not work until I restart Firefox",[0.85221934],0,,,,,,,"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",thumbnail for videos don't scroll on dailyshow.com,[0.778907],0,,,FALSE,0.79698217,FALSE,0.64789826,FALSE,0.73084474,FALSE,0.7150668,TRUE,0.7872617
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","Enabled ""remote debugging via USB"" setting is ignored after Firefox restart and needs to be re-toggled",[0.8440298],0,,,,,,,"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Unable to build Firefox for Android : arm-linux-androideabi/bin/ld: fatal error: libxul.so: mmap: failed to allocate 1047420952 bytes for output file: Cannot allocate memory,[0.86992276],0,,,FALSE,0.78826493,FALSE,0.64623314,FALSE,0.8278742,FALSE,0.7138884,TRUE,0.77705646
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",On Firefox for Android doesn't change the prediction while still writing instead it inserts what you write to the predicted text.,[0.7951081],0,,,,,,,"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Firefox iinadvertently and frequently ceases to work. Force stopping doesnt show up. Reinstalling the app has not helped so far.,[0.8693018],0,,,FALSE,0.7784604,FALSE,0.5921125,FALSE,0.7950902,FALSE,0.7132318,TRUE,0.8955691
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",My canvas html5 pages work fine until the last update. Now I can only see a white page. In desktop work fine.  I think is because the sound in my page.,[0.78804517],0,,,,,,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Android firefox (v47.0 & later) doesn't work correctly with google image searches when using ""Desktop view"".",[0.8708521],0,,,FALSE,0.8102882,FALSE,0.8141664,FALSE,0.80539095,FALSE,0.70631236,TRUE,0.8637552
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.","when Firefox is not running and I send an intent to it from Google's home key swipe search, the website loads as the only tab, not a new one.",[0.78315514],0,,,,,,,was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Firefox for Android build fail while linking with error: ""Memory exhausted""",[0.85884553],0,,,FALSE,0.8009095,FALSE,0.8125284,FALSE,0.78342664,FALSE,0.7056519,TRUE,0.85998344
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","./mach should use `adb` from `.mozbuild` as setup through ./mach bootstrap, not try to find it in $PATH and fail with cryptic error messages (ADBError: [Errno 2] No such file or directory: adb is not executable.)",[0.8540969],0,,,,,,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",[0.79408157],1,,,FALSE,0.7899862,FALSE,0.80863845,FALSE,0.7900415,FALSE,0.7037842,TRUE,0.7549616
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","browser.js shouldn't send ""fromCache"":true flag when device is offline for tabs that couldn't load correctly (server not found, etc)",[0.84980005],0,,,,,,,"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",My canvas html5 pages work fine until the last update. Now I can only see a white page. In desktop work fine.  I think is because the sound in my page.,[0.74685407],0,,,FALSE,0.8006086,FALSE,0.83938825,FALSE,0.77881736,FALSE,0.77940714,TRUE,0.70293653
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,[0.8419471],0,,,,,,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Android: uninstalling firefox will delete all downloaded files, very annoying",[0.8339422],0,,,FALSE,0.72621936,FALSE,0.80778134,FALSE,0.7997011,FALSE,0.76642615,TRUE,0.6883612
