rating,time,software_type,author,country_id,language,content,url,version,Sentiment(From Appbot),review,,,,
4,2020-02-10T16:34:26.000Z,google_play,A Google user,134,en,"When thing get out of sync and won't update, I would appreciate some guidance about how to resolve.",https://appbot.co/apps/1392427-syncthing/reviews/2852889920,None,mixed,,,,,
2,2020-02-09T00:03:17.000Z,google_play,A Google user,134,en,"Unable to sync using the external SD card. Can function as a master, send-only set of files. Unfortunate. Discovered this problem is listed in the sync-thing android FAQ. Might be mentioned somewhere else but I did not notice.",https://appbot.co/apps/1392427-syncthing/reviews/2852889948,None,negative,,,,,
1,2020-02-06T14:30:33.000Z,google_play,A Google user,134,en,Love syncthing but the latest update is draining my battery like crazy,https://appbot.co/apps/1392427-syncthing/reviews/2852889960,None,negative,,,,,
5,2020-02-04T19:58:11.000Z,google_play,A Google user,134,en,"Synching might not be as straightforward to setup as cloud based apps, but once done it works really well and your data lives only on the machines that you decide.",https://appbot.co/apps/1392427-syncthing/reviews/2852889965,None,positive,,,,,
4,2020-02-04T15:30:33.000Z,google_play,A Google user,134,en,"Responsive and stable file syncing between devices. Feature rich and well documented makes it a solid competitor. I will take a star off from lacking SD card support, along with no alternative to Resilio Sync's selective sync.",https://appbot.co/apps/1392427-syncthing/reviews/2852889971,None,positive,,,,,
5,2020-02-03T16:36:49.000Z,google_play,A Google user,134,en,"Privately sync photos directly to my personal computer, without Google putting their nose in.",https://appbot.co/apps/1392427-syncthing/reviews/2852889976,None,neutral,,,,,
1,2020-01-31T03:53:07.000Z,google_play,A Google user,134,en,"Sorry but I have to vote 1 star Syncthing consumes between 26% and 42% of my battery everyday, something is very wrong And that's with default settings",https://appbot.co/apps/1392427-syncthing/reviews/2852889982,None,negative,,,,,
2,2020-01-29T01:30:14.000Z,google_play,A Google user,134,en,Works great on android. Just fails on chrome os.,https://appbot.co/apps/1392427-syncthing/reviews/2852889985,None,mixed,,,,,
1,2020-01-27T23:21:34.000Z,google_play,A Google user,134,en,Syncs everything to /data making the entire app useless without root.,https://appbot.co/apps/1392427-syncthing/reviews/2852890004,None,negative,,,,,
4,2020-01-20T02:36:55.000Z,google_play,A Google user,134,en,Please add support for 1) Face id 2) use system color theme,https://appbot.co/apps/1392427-syncthing/reviews/2852890356,None,mixed,,,,,
5,2020-01-19T08:56:08.000Z,google_play,A Google user,134,en,"Love it. I tried it out of curiosity since I already use a sync service with a cloud provider. After using Syncthing however on my phone, tablet as well as laptop and keeping files ""closer"" to me I am appreciating the power that this brings. Great work!",https://appbot.co/apps/1392427-syncthing/reviews/2852890364,None,positive,,,,,
5,2020-01-16T15:36:44.000Z,google_play,Un utilisateur de Google,138,fr,Fonctionne comme prévu.,https://appbot.co/apps/1392427-syncthing/reviews/2852895568,None,neutral,,,,,
3,2020-01-15T01:06:18.000Z,google_play,A Google user,134,en,"Great app on my Android phone, NAS, & Ubuntu desktop. But it doesn't work on my HP Chromebook X2, just spins forever in ""generating secure keys, this may take a few minutes..."" Not sure if that's the app or Chrome OS.",https://appbot.co/apps/1392427-syncthing/reviews/2852890374,None,negative,,,,,
5,2020-01-14T13:52:15.000Z,google_play,A Google user,134,en,LOVE THIS! Simple to set up and very convenient!,https://appbot.co/apps/1392427-syncthing/reviews/2852890378,None,positive,,,,,
5,2020-01-10T07:42:19.000Z,google_play,Google 用户,129,zh,虽说这个不错，但是resilio sync它不香吗？,https://appbot.co/apps/1392427-syncthing/reviews/2852895939,None,positive,,,,,
1,2020-01-09T03:19:41.000Z,google_play,A Google user,134,en,Avast detects IDP.ALEXA.51 virus in Desktop SyncTrayzor. This maybe a false positive but my virus is up-to-date so I'm not convinced it is.,https://appbot.co/apps/1392427-syncthing/reviews/2852890383,None,negative,,,,,
3,2020-01-04T23:07:59.000Z,google_play,A Google user,134,en,"Great app for file syncing between all my devices. Excellent alternative to cloud-based options, though not the easiest thing to set up. Good to be able to control my own data. Very reasonable battery usage (only 2% out of 40% so far), unlike others' experience. I had to knock off 2 stars since it requires Location permissions for some unknown reason. If this was clear, or if I could remove that permission, easily 5 stars.",https://appbot.co/apps/1392427-syncthing/reviews/2852890389,None,negative,,,,,
5,2020-01-03T22:00:21.000Z,google_play,A Google user,134,en,"Great App, a nice feature would be to set a base-directory per device that is being sync'd with, this would make the auto-accept feature perfect. Could also do with some more reliable reporting about the state of sync'd devices. What is shown here is not alway reflective of the actual target.",https://appbot.co/apps/1392427-syncthing/reviews/2852890393,None,neutral,,,,,
5,2020-01-03T07:43:14.000Z,google_play,A Google user,134,en,Great syncing application,https://appbot.co/apps/1392427-syncthing/reviews/2852890397,None,positive,,,,,
1,2020-01-01T13:51:55.000Z,google_play,A Google user,134,en,"Cannot write to SD card, despite having write permission by the OS. If the project tanks, I will NOT miss it.",https://appbot.co/apps/1392427-syncthing/reviews/2852890430,None,negative,,,,,
2,2020-01-01T02:46:40.000Z,google_play,A Google user,134,en,Not well documented for chromebook. Couldn't figure it out.,https://appbot.co/apps/1392427-syncthing/reviews/2852890438,None,negative,,,,,
3,2019-12-29T02:48:33.000Z,google_play,Google 用户,129,zh,用来备份手机照片的，远程NAS上设置成仅接受并ignoredelete也不行，每次手机端删了东西之后NAS端显示同步完成，手机端都同步不成功，卡在某个进度不动了。,https://appbot.co/apps/1392427-syncthing/reviews/2852895940,None,negative,,,,,
5,2019-12-25T14:07:24.000Z,google_play,A Google user,134,en,Great program!,https://appbot.co/apps/1392427-syncthing/reviews/2852890440,None,positive,,,,,
5,2019-12-25T03:10:57.000Z,google_play,A Google user,134,en,Automatically syncs my phone's files with my windows PC. Was pretty easy to configure,https://appbot.co/apps/1392427-syncthing/reviews/2852890450,None,positive,,,,,
5,2019-12-25T01:41:57.000Z,google_play,Ein Google-Nutzer,139,en,That is absolutely great!,https://appbot.co/apps/1392427-syncthing/reviews/2852896679,None,positive,,,,,
2,2019-12-24T19:01:14.000Z,google_play,A Google user,134,en,"could not make it useful, very unreliable in terms of connection and file transfer, it takes unpredictable amount of time for file to be even visible for another device. pairing with another devices is another kind of voodoo. it looked very promising in the begining but at this moment its useless. I hope you guys can finish it. the idea is worth million but the way its implemented now is a shame.",https://appbot.co/apps/1392427-syncthing/reviews/2852890453,None,negative,,,,,
1,2019-12-23T01:02:54.000Z,google_play,A Google user,134,en,"Not being able to write to sd-card makes this app kinda useless. Also with all the reports of this app destroying files on initial sync I don't even want to try it with existing folders. The reports range from ""loosing a few files"" to ""wipe out of the complete folder"", which just seems crazy for a file sync app...",https://appbot.co/apps/1392427-syncthing/reviews/2852890461,None,negative,,,,,
1,2019-12-15T11:09:13.000Z,google_play,Ein Google-Nutzer,139,en,"""should not happen"". Android vs Win10",https://appbot.co/apps/1392427-syncthing/reviews/2852896681,None,negative,,,,,
5,2019-12-11T09:30:58.000Z,google_play,A Google user,134,en,"Amazing. Will try to donate too. Cheers to the developer this app is updated more than its commercial competition Resilio Sync, which makes it our last real hope for this sync functionality. I suggest this important feature: that it has an option to delete files after moving them. This will help me to automagically free up space on my phone. All the best of luck.",https://appbot.co/apps/1392427-syncthing/reviews/2852890502,None,neutral,,,,,
5,2019-12-07T18:08:40.000Z,google_play,Un utilisateur de Google,138,en,Super !!!! Good Good I Like Merci :),https://appbot.co/apps/1392427-syncthing/reviews/2852895569,None,positive,,,,,
3,2019-12-07T09:15:34.000Z,google_play,A Google user,134,en,"Been happy using this app for a while now. Just upgraded one of my devices to Android 10. Now I am unable to select the option ""run on specified wi-fi networks"". The list is empty and It has got the necessary permissions. Still works on my Android 9 device. what gives? Also, your developer contact email returns undeliverable...",https://appbot.co/apps/1392427-syncthing/reviews/2852890505,None,negative,,,,,
4,2019-12-05T20:16:31.000Z,google_play,A Google user,134,en,"Doesn't detect WiFi connectivity properly and the default interface isn't great, but it does sync files well.",https://appbot.co/apps/1392427-syncthing/reviews/2852890506,None,mixed,,,,,
5,2019-12-05T18:28:19.000Z,google_play,A Google user,134,en,Very responsive developer. Great piece of software.,https://appbot.co/apps/1392427-syncthing/reviews/2852890508,None,positive,,,,,
5,2019-12-03T17:01:52.000Z,google_play,A Google user,134,en,It's easy to take backups of photos videos and other files with this app,https://appbot.co/apps/1392427-syncthing/reviews/2852890509,None,positive,,,,,
1,2019-12-02T08:20:16.000Z,google_play,A Google user,134,en,I could not get browser page up with lynx on Linux side so could not enter phone device is into Linux instance and due to total blindness saw no we code to scan. No gui on Linux computer yet yet either.,https://appbot.co/apps/1392427-syncthing/reviews/2852890513,None,negative,,,,,
2,2019-12-01T02:45:19.000Z,google_play,A Google user,134,en,This app just won't stay reliable. I've tried on twelve android devices to try to get them to backup automatically but they all eventually fail to back up unless I manually restart the sync thing app or phone daily.,https://appbot.co/apps/1392427-syncthing/reviews/2852890515,None,negative,,,,,
1,2019-11-28T21:20:42.000Z,google_play,A Google user,134,en,Cannot write on external SD card. Useless.,https://appbot.co/apps/1392427-syncthing/reviews/2852890517,None,negative,,,,,
5,2019-11-27T15:22:31.000Z,google_play,A Google user,134,en,"Excellent piece of software. Wish the notifications for shared folders appeared inside the app too because you can easily miss them. Overall , it's excellent.",https://appbot.co/apps/1392427-syncthing/reviews/2852890521,None,positive,,,,,
1,2019-11-21T01:47:24.000Z,google_play,A Google user,134,en,"Can't write to SD card. Other apps are able to write to SD card yet this app keeps saying it's only granted read only access to the SD card. Otherwise would be a great app. I have almost 100GB of stuff on my PC I need to sync, and have a phone that doesn't let me format the SD card as internal. So the whole app is useless unless I either buy a phone that lets me format an SD as internal, or just has a LOT of internal storage to begin with. This makes me feel like the developer doesn't want to implement proper SD card support since OTHER APPS CAN WRITE TO EXTERNAL SD CARDS JUST FINE.",https://appbot.co/apps/1392427-syncthing/reviews/2852890524,None,negative,,,,,
5,2019-11-18T22:17:25.000Z,google_play,A Google user,134,en,"Previously worked well, now just hangs with loading spinner and appears to only partially sync when it does decide to work.",https://appbot.co/apps/1392427-syncthing/reviews/2852890529,None,mixed,,,,,
5,2019-11-18T04:58:52.000Z,google_play,Googleユーザー,146,ja,問題なし。使い勝手良し。,https://appbot.co/apps/1392427-syncthing/reviews/2852895333,None,positive,,,,,
5,2019-11-17T17:27:29.000Z,google_play,Ein Google-Nutzer,139,en,"Awesome Performance, and very reliable (Till now). Only found one Bug - wifi whitelisting not working correctly. Please fix.",https://appbot.co/apps/1392427-syncthing/reviews/2852896686,None,neutral,,,,,
5,2019-11-16T02:25:39.000Z,google_play,Google 用户,129,zh-Hant,很好用,https://appbot.co/apps/1392427-syncthing/reviews/2852895941,None,positive,,,,,
1,2019-11-13T19:31:25.000Z,google_play,A Google user,134,en,Stupidity overly complicated for a simple task.. every time I need to change anything I have you go through the documentation.. I wish something could be done about that..,https://appbot.co/apps/1392427-syncthing/reviews/2852890531,None,negative,,,,,
4,2019-11-11T16:23:36.000Z,google_play,Ein Google-Nutzer,139,en,Love it.,https://appbot.co/apps/1392427-syncthing/reviews/2852896688,None,positive,,,,,
5,2019-11-09T12:00:57.000Z,google_play,A Google user,134,en,"Best, loving it!",https://appbot.co/apps/1392427-syncthing/reviews/2852890535,None,positive,,,,,
4,2019-11-08T16:36:58.000Z,google_play,Google 用户,129,zh,跪求一个ios客户端,https://appbot.co/apps/1392427-syncthing/reviews/2852895942,None,neutral,,,,,
5,2019-11-08T04:33:41.000Z,google_play,Google 用户,129,en,very good,https://appbot.co/apps/1392427-syncthing/reviews/2852895943,None,positive,,,,,
5,2019-11-08T01:47:37.000Z,google_play,A Google user,134,en,"Love the app, been using it for years now. Uses a bit more battery than your usual app, depending on how much you keep in sync. Personally I sync about 15gb worth, so I'm not surprised when it uses 12% battery throughout the day.",https://appbot.co/apps/1392427-syncthing/reviews/2852890542,None,positive,,,,,
5,2019-11-06T09:53:45.000Z,google_play,A Google user,134,en,Excellent! Very easy to set up on multiple devices. Very customisable. I love how you can select folders from anywhere on those devices (they don't all have to be under one parent folder). It makes syncing files super easy.,https://appbot.co/apps/1392427-syncthing/reviews/2852890547,None,positive,,,,,
5,2019-11-06T04:56:51.000Z,google_play,Googleユーザー,146,en,Don't work on Android 10.,https://appbot.co/apps/1392427-syncthing/reviews/2852895334,None,mixed,,,,,
5,2019-11-05T21:14:55.000Z,google_play,A Google user,134,en,Better than Dropbox and much faster,https://appbot.co/apps/1392427-syncthing/reviews/2852890552,None,positive,,,,,
5,2019-11-05T19:26:24.000Z,google_play,Ein Google-Nutzer,139,de,Sehr zufrieden,https://appbot.co/apps/1392427-syncthing/reviews/2852896690,None,positive,,,,,
4,2019-11-05T17:13:26.000Z,google_play,A Google user,134,en,"The app is really good but there are two things that annoy me. The most annoying thing is that I can't deactivate the ""Syncthing disabled"" popup which basically forces me to close the app or change the settings for now reason. Maybe I just want to look through my folders for which I don't need syncthing enabled.The second annoying thing is the not-dismissable notification which I can't deactivate and which is there even if syncthing is disabled ie because it has no wifi.Beside that great app",https://appbot.co/apps/1392427-syncthing/reviews/2852890558,None,mixed,,,,,
4,2019-10-29T07:06:55.000Z,google_play,A Google user,134,en,"Can you please support write action on external sdcard? I need to sync music back and forth with my laptop. My music player does support write action on external sdcard, why can syncthing? I am running Mi Redmi 4X, android v7",https://appbot.co/apps/1392427-syncthing/reviews/2852890610,None,mixed,,,,,
4,2019-10-29T05:32:17.000Z,google_play,Googleユーザー,146,en,30MB,https://appbot.co/apps/1392427-syncthing/reviews/2852895335,None,mixed,,,,,
1,2019-10-28T21:32:12.000Z,google_play,A Google user,134,en,"EXTREMELY un-user friendly. This app took forever to get a single simple shared folder between my android device and desktop. When it finally did sync, instead of pulling the shared files from my desktop into my android, it straight up deleted anything that wasn't in the other folder in order to ""sync"" the 2 folders. So yeah, they're now ""synced"" as in neither of them contain any files in the shared folder. This app is worse than useless.",https://appbot.co/apps/1392427-syncthing/reviews/2852890617,None,negative,,,,,
1,2019-10-25T14:54:04.000Z,google_play,A Google user,134,en,"Can't properly write to sd card (without workaround that isn't fesiable) or root, this is super annoying and something resilio sync achieves without any workaround or root. I highly suggest this be worked on. Very frustrating. Unfortunately stuck with resilio sync for now I guess.",https://appbot.co/apps/1392427-syncthing/reviews/2852890620,None,negative,,,,,
5,2019-10-13T06:59:52.000Z,google_play,A Google user,134,en,Excellent app. I have total control of my syncs. UI is easy to use and the developer has thought of everything. I donated.,https://appbot.co/apps/1392427-syncthing/reviews/2852890625,None,positive,,,,,
5,2019-10-08T13:33:02.000Z,google_play,A Google user,134,en,Awesome,https://appbot.co/apps/1392427-syncthing/reviews/2852890626,None,positive,,,,,
4,2019-10-05T19:18:16.000Z,google_play,A Google user,134,en,"Sharing a single folder is a hassle. Good open source alternative to Resillo sync, but does not match the quality even with the free version.",https://appbot.co/apps/1392427-syncthing/reviews/2852890628,None,mixed,,,,,
5,2019-10-04T23:27:59.000Z,google_play,Un utente Google,145,en,I use this amazing piece of software everywhere from the very first release and I am really proud of it. This app has got many advaced working conditions that make it an indispensabile tool for pro users.,https://appbot.co/apps/1392427-syncthing/reviews/2852896161,None,positive,,,,,
4,2019-10-04T13:23:54.000Z,google_play,A Google user,134,en,Wish I could schedule periodic synchronization. Right now the only options are for sync when on certain WiFi networks or not at all.,https://appbot.co/apps/1392427-syncthing/reviews/2852891015,None,mixed,,,,,
5,2019-10-03T18:24:47.000Z,google_play,A Google user,134,en,"Syncs files remotely and securely from phone and laptop to home PC without data mining by cloud storage services (it uses a discovery service to connect to your home PC). The docs are a bit weak, but trial and error are enough to get it up and running.",https://appbot.co/apps/1392427-syncthing/reviews/2852891016,None,neutral,,,,,
5,2019-10-01T22:18:23.000Z,google_play,A Google user,134,en,I'm using daily. Such a great application for syncing my notes and docs around.,https://appbot.co/apps/1392427-syncthing/reviews/2852891024,None,positive,,,,,
3,2019-10-01T21:44:08.000Z,google_play,A Google user,134,en,"This is a really great tool, if you get it to work. Unfortunately the user interface is atrocious. Since it requires a SyncThing installation on another device (e.g. your Windows PC) to work at all, you never know which side causes the problem. So, if something goes wrong, good luck figuring out how to fix it. I like the idea very much though. Not storing your data in a cloud service is the best option to keep it private.",https://appbot.co/apps/1392427-syncthing/reviews/2852891027,None,negative,,,,,
2,2019-09-28T19:33:18.000Z,google_play,A Google user,134,en,"Yep, just like everyone else is saying it drains your battery. I opened the app, left it with nothing set to backup yet and sure enough it's already showing up in my battery monitor the next day. It's using the battery to do literally nothing for me. What poor design.",https://appbot.co/apps/1392427-syncthing/reviews/2852891031,None,negative,,,,,
1,2019-09-28T16:46:26.000Z,google_play,A Google user,134,en,Stay away from this nonsense if you don't want lose your files.,https://appbot.co/apps/1392427-syncthing/reviews/2852891034,None,negative,,,,,
5,2019-09-24T10:38:54.000Z,google_play,A Google user,134,en,"Android version of syncthing, awesome open source sync app",https://appbot.co/apps/1392427-syncthing/reviews/2852891040,None,positive,,,,,
5,2019-09-15T07:23:29.000Z,google_play,A Google user,134,en,Great product and fairly well supported. The Android 10 problem was reported and responded to quickly and was fixed within days.,https://appbot.co/apps/1392427-syncthing/reviews/2852891045,None,positive,,,,,
5,2019-09-12T14:00:37.000Z,google_play,A Google user,134,en,Latest update fixed Android 10 issues. Works great again.,https://appbot.co/apps/1392427-syncthing/reviews/2852891052,None,positive,,,,,
5,2019-09-11T04:09:54.000Z,google_play,A Google user,134,en,Best app in the business. Been a regular user. The latest 8 September update broke the app for me (android 9.0 One UI) . Crashes on launch. Had to revert to previous version. Edit: Looks like it got fixed with the new update. Thankyou devs :-D,https://appbot.co/apps/1392427-syncthing/reviews/2852891057,None,mixed,,,,,
5,2019-09-10T13:15:30.000Z,google_play,Google 用户,129,en,"usable, comfort sync software",https://appbot.co/apps/1392427-syncthing/reviews/2852895944,None,positive,,,,,
5,2019-09-10T05:33:30.000Z,google_play,A Google user,134,en,"9/10 - The app was a bit hard to set up and sometimes made duplicate copies of folders on my phone, or PC. Great app nonetheless, efficient in what it does. Sometimes does not connect to other devices unless restarted.",https://appbot.co/apps/1392427-syncthing/reviews/2852891066,None,neutral,,,,,
5,2019-09-10T02:04:45.000Z,google_play,A Google user,134,en,Thanks for a fantastic app devs!,https://appbot.co/apps/1392427-syncthing/reviews/2852891070,None,positive,,,,,
5,2019-09-09T15:01:19.000Z,google_play,Ein Google-Nutzer,139,de,Absolut geniale Syncsoftware und extrem schneller Support. Nun funktionierts wieder überall,https://appbot.co/apps/1392427-syncthing/reviews/2852896695,None,positive,,,,,
5,2019-09-09T14:10:24.000Z,google_play,Google 用户,129,zh,9-8更新后无法进入app。快速解决了问题，我不该重装app的......,https://appbot.co/apps/1392427-syncthing/reviews/2852895945,None,mixed,,,,,
5,2019-09-09T13:57:31.000Z,google_play,A Google user,134,en,Dev pushed out an update. Now works on Android 10! Thanks,https://appbot.co/apps/1392427-syncthing/reviews/2852891075,None,positive,,,,,
5,2019-09-09T12:18:21.000Z,google_play,A Google user,134,en,Previous issue fixed within a few hours. Perfect.,https://appbot.co/apps/1392427-syncthing/reviews/2852891081,None,positive,,,,,
3,2019-09-09T08:40:39.000Z,google_play,Ein Google-Nutzer,139,de,Nach Update vom 08.09.19 startet Syncthing auf meinem Xiaomi Mi9 nicht mehr. Davor war ich sehr zufrieden. Hoffentlich wird der Fehler bald behoben.,https://appbot.co/apps/1392427-syncthing/reviews/2852896699,None,negative,,,,,
5,2019-09-09T06:48:01.000Z,google_play,A Google user,134,en,Crashing on latest 1.2.2.2 update Other than that 5 stars.,https://appbot.co/apps/1392427-syncthing/reviews/2852891091,None,positive,,,,,
2,2019-09-09T06:39:45.000Z,google_play,A Google user,134,en,I can't open the app,https://appbot.co/apps/1392427-syncthing/reviews/2852891094,None,negative,,,,,
4,2019-09-09T06:36:21.000Z,google_play,A Google user,134,en,"I have been using this app for 3 months now and it was working perfectly untill last update on version 1.2.2.2 I am on android 9, lineageos 16 and the app keeps crashing on opening. Tried every trick out there to make it work without success. If the problem is not fixed soon i will go back one version since it was working for me. Keep up the good work.",https://appbot.co/apps/1392427-syncthing/reviews/2852891106,None,mixed,,,,,
3,2019-09-09T01:40:48.000Z,google_play,A Google user,134,en,"It works, but it's a power drain. I'm only syncing 80 KB of files that changes monthly",https://appbot.co/apps/1392427-syncthing/reviews/2852891115,None,negative,,,,,
4,2019-09-08T23:32:19.000Z,google_play,A Google user,134,en,latest update app crashes on startup,https://appbot.co/apps/1392427-syncthing/reviews/2852891125,None,mixed,,,,,
3,2019-09-08T13:37:20.000Z,google_play,A Google user,134,en,"Edited from 5 stars to 3 stars, doesn't work on android 10",https://appbot.co/apps/1392427-syncthing/reviews/2852891140,None,negative,,,,,
5,2019-09-07T12:43:52.000Z,google_play,Ein Google-Nutzer,139,en,"This Version freezes on ""loading"".",https://appbot.co/apps/1392427-syncthing/reviews/2852896700,None,mixed,,,,,
4,2019-09-07T01:53:10.000Z,google_play,A Google user,134,en,"Not functional on Android 10, but there's a fork that fixes that.",https://appbot.co/apps/1392427-syncthing/reviews/2852891145,None,mixed,,,,,
4,2019-09-05T16:02:24.000Z,google_play,A Google user,134,en,I had this working up until I upgraded to android 10. Im giving this 4 stars because when it was working it was great and easy to use. Hopefully they fix the issue with android 10 soon as ive seen multiplr users reporting that it wont start,https://appbot.co/apps/1392427-syncthing/reviews/2852891162,None,mixed,,,,,
2,2019-09-04T15:15:06.000Z,google_play,A Google user,134,en,Same issue not working on v10 never starts,https://appbot.co/apps/1392427-syncthing/reviews/2852891171,None,negative,,,,,
3,2019-09-04T01:36:14.000Z,google_play,A Google user,134,en,"Not working on Android 10. Constantly trying to start, but never completes.",https://appbot.co/apps/1392427-syncthing/reviews/2852891193,None,negative,,,,,
5,2019-09-03T17:10:00.000Z,google_play,A Google user,134,en,"I've been using it for about a year now, to sync my photos and music. It's also activity updated.",https://appbot.co/apps/1392427-syncthing/reviews/2852891201,None,neutral,,,,,
5,2019-09-03T08:34:09.000Z,google_play,Ein Google-Nutzer,139,en,Very handy tool,https://appbot.co/apps/1392427-syncthing/reviews/2852896707,None,positive,,,,,
5,2019-09-02T05:53:49.000Z,google_play,A Google user,134,de,Bin sehr zufrieden!,https://appbot.co/apps/1392427-syncthing/reviews/2852891209,None,positive,,,,,
1,2019-09-01T05:00:17.000Z,google_play,A Google user,134,en,Won't work without location access. There is no reason for it to ask for location access. Deleting.,https://appbot.co/apps/1392427-syncthing/reviews/2852891214,None,negative,,,,,
5,2019-08-31T15:26:55.000Z,google_play,A Google user,134,en,Great!,https://appbot.co/apps/1392427-syncthing/reviews/2852891224,None,positive,,,,,
5,2019-08-31T07:14:42.000Z,google_play,A Google user,134,en,Amazing app! 10 stars! Use it daily.,https://appbot.co/apps/1392427-syncthing/reviews/2852891230,None,positive,,,,,
5,2019-08-29T16:53:48.000Z,google_play,A Google user,134,en,"I'd give it six stars if I could. Does what it says quickly, efficiently and flawlessly. A superbly designed application, heartily recommended.",https://appbot.co/apps/1392427-syncthing/reviews/2852891234,None,positive,,,,,
2,2019-08-28T18:14:09.000Z,google_play,A Google user,134,en,"Not great. Great Web UI, but documentation is sparse to non existent, and it doesnt actuslly sync files, which is kind of the point of it. So its a bit like a beautiful car without an engine. Also it told me to turn of battery optimisation and proceeded to start draining my battery. 1 star for existing, 1 for nice web ui.",https://appbot.co/apps/1392427-syncthing/reviews/2852891244,None,negative,,,,,
5,2019-08-22T18:38:18.000Z,google_play,A Google user,134,en,Absolut suberb for privacy and security.,https://appbot.co/apps/1392427-syncthing/reviews/2852891246,None,positive,,,,,
5,2019-08-22T10:20:18.000Z,google_play,A Google user,134,en,"Dark theme now? Yes! Using this app, I'm able to synchronize all of my devices and it's awesome.",https://appbot.co/apps/1392427-syncthing/reviews/2852891258,None,positive,,,,,
5,2019-08-20T21:36:34.000Z,google_play,A Google user,134,en,Flawless,https://appbot.co/apps/1392427-syncthing/reviews/2852891267,None,positive,,,,,
5,2019-08-13T14:21:15.000Z,google_play,Google 用户,129,zh,能外网同步，无敌！,https://appbot.co/apps/1392427-syncthing/reviews/2852895946,None,positive,,,,,
4,2019-07-31T13:56:06.000Z,google_play,A Google user,134,en,Nearly the perfect solution for me! But the most recent release prevents my phone from going to deep sleep. Now my battery drains roughly 5% per hour when the phone is idle.,https://appbot.co/apps/1392427-syncthing/reviews/2852891270,None,neutral,,,,,
5,2019-07-30T03:44:12.000Z,google_play,A Google user,134,en,Works perfectly. I sync about 20GB. Picks up new files fast.,https://appbot.co/apps/1392427-syncthing/reviews/2852891275,None,positive,,,,,
1,2019-07-28T16:13:39.000Z,google_play,A Google user,134,en,"Does not ask for write permissions for external SD card, and so is incapable of syncing files.  What's the point of a syncing app that doesn't sync?  Other apps have no problem writing to external SD card folders.",https://appbot.co/apps/1392427-syncthing/reviews/2852891285,None,negative,,,,,
2,2019-07-26T15:07:33.000Z,google_play,A Google user,134,en,"Works great in Samsung phones, but crashes every time I tried it on my HTC phone.",https://appbot.co/apps/1392427-syncthing/reviews/2852891299,None,negative,,,,,
4,2019-07-19T02:30:11.000Z,google_play,A Google user,134,en,"Will send only, and not receive, from an external SD card. This applies to all versions of Android on all phones. Whatever the developers say, this is the reality for all users who don't root their phones or follow a very complicated work around. Of course if you've got plenty of internal storage, this isn't a problem.",https://appbot.co/apps/1392427-syncthing/reviews/2852891313,None,mixed,,,,,
3,2019-07-18T19:57:33.000Z,google_play,A Google user,134,en,"I use DirSyncPro (javascript, you have to plug the phone via usb to your pc) and this solves perfectly the issue... If only it weren't the greatest ram hog on my phone :( About 85-95MB. It uses even more ram than Dropbox.",https://appbot.co/apps/1392427-syncthing/reviews/2852891318,None,neutral,,,,,
5,2019-07-14T12:29:11.000Z,google_play,A Google user,134,en,"best thing ever! secure, private, open source",https://appbot.co/apps/1392427-syncthing/reviews/2852891474,None,positive,,,,,
5,2019-07-13T18:17:32.000Z,google_play,A Google user,134,it,Ottima!,https://appbot.co/apps/1392427-syncthing/reviews/2852891478,None,positive,,,,,
2,2019-07-12T23:17:30.000Z,google_play,A Google user,134,en,"Keeps telling me it's not configured to run, but I don't know what other conditions have to be changed. From the selection in the menu it should work..",https://appbot.co/apps/1392427-syncthing/reviews/2852891483,None,negative,,,,,
5,2019-07-11T00:56:41.000Z,google_play,Google 用户,129,zh,不错简单高速,https://appbot.co/apps/1392427-syncthing/reviews/2852895947,None,positive,,,,,
5,2019-07-09T21:57:22.000Z,google_play,A Google user,134,en,Best file syncing app ever!,https://appbot.co/apps/1392427-syncthing/reviews/2852891486,None,positive,,,,,
5,2019-07-09T14:34:32.000Z,google_play,Ein Google-Nutzer,139,en,"amazing application, many thanks to the dev!",https://appbot.co/apps/1392427-syncthing/reviews/2852896708,None,positive,,,,,
5,2019-07-09T09:47:22.000Z,google_play,Ein Google-Nutzer,139,en,top,https://appbot.co/apps/1392427-syncthing/reviews/2852896709,None,positive,,,,,
5,2019-07-05T18:57:10.000Z,google_play,A Google user,134,en,So far best app for auto sync files.,https://appbot.co/apps/1392427-syncthing/reviews/2852891490,None,positive,,,,,
1,2019-06-30T03:15:10.000Z,google_play,A Google user,134,en,"Very bad experience, difficult to understand. I deleted one the my picture folder. Never was able to sync. 0 documentation. not recomended",https://appbot.co/apps/1392427-syncthing/reviews/2852891494,None,negative,,,,,
5,2019-06-28T09:14:01.000Z,google_play,A Google user,134,en,"Nice app. would like to know if there can be option for selecting multiple files at once, and if possible option to go back to last updloaded directory path in the app. Thanks.",https://appbot.co/apps/1392427-syncthing/reviews/2852891505,None,positive,,,,,
5,2019-06-22T11:59:09.000Z,google_play,A Google user,134,en,great,https://appbot.co/apps/1392427-syncthing/reviews/2852891509,None,positive,,,,,
1,2019-06-21T09:33:33.000Z,google_play,Un utente Google,145,it,"funziona una volta sì e una no. per un singolo file non sincronizzato smette completamente di funzionare e le informazioni per corregge l'errore sono criptiche. l'ho usato per anni, ma la sua fragilità mi ha costretto a disinstallarlo.",https://appbot.co/apps/1392427-syncthing/reviews/2852896163,None,negative,,,,,
